symbol,geneticConstraint,hasHighQualityChemicalProbes,expressionAtlas
NANOGP8,0.0,,0.0
ZNF804A,-0.827357970215113,,0.0
CD1B,0.5452840595697739,,0.0
RMC1,-0.607280750137893,,0.0
CD1D,0.3767236624379482,,0.0
SCTR,0.5825703254274683,,0.0
TEP1,-0.2089354660783232,,0.0
PSMB7,-0.7651406508549365,,0.087746779376025
ENOPH1,-0.3926089354660783,,0.0293069167505434
CUBN,-0.3576392719249862,,0.0
LRP5,-0.7065637065637065,,0.0
RNPC3,0.1353557639271925,,0.0429925732790223
ANKRD1,0.1301709873138443,,0.0
IGHG1,0.0,,0.0
ASPSCR1,0.1521235521235522,,0.0
CERS5,0.021180364037507,,0.0
KIAA0040,0.9145063430777716,,0.0
RNF139,-0.6975179260893547,,0.0
RHBDL1,-0.0587975730832873,,0.0
PAX1,-0.1868725868725869,,0.0
TBC1D2,-0.2928847214561501,,0.0
STX2,0.134804191947049,,0.0
KCNN3,-0.8150027578599007,,0.0588258802517706
ZFP36L2,0.6917815774958631,,0.0664680347323073
TSPAN7,0.0,,0.0644380934087851
RAP2A,-0.493215664644236,,0.0
ATP2B2,-0.9619415333701048,,0.0
HES5,0.9547710976282404,,0.0
LIPH,-0.2678433535576392,,0.0
LY6H,0.2575841147269719,,0.0415217071166091
RPA1,-0.2563706563706563,,0.0214098772103541
RICTOR,-0.8822945394373966,,0.0
SLC5A1,-0.4285714285714286,0,0.0
PPP4C,-0.7844456701599558,,0.0
CUL1,-0.8914506343077772,,0.057639963137681
SLC25A20,0.1539988968560397,,0.0
FEN1,0.1842250413678985,,0.0
EIF3K,0.1355763927192499,,0.0872466046151799
IL1RAPL1,0.0,,0.0
TPGS2,0.2135686707115278,,0.0947188105417827
LY6E,0.2958632101489244,,0.0
EDF1,-0.6920022062879205,,0.0871136688534798
HNRNPAB,-0.5651406508549366,,0.0
PSMB5,-0.9209045780474352,0,0.0417375997022561
SMARCA4,-0.9399889685603972,1,0.0
SARS1,-0.6087148372862659,,0.0774795213596298
IL22RA2,0.6254826254826256,,0.0
CLCN6,-0.3064533921676778,,0.0
AIF1L,0.2341974627688914,,0.0944092133307583
CCDC91,0.2082735797021511,,0.0128357962557732
S100A2,0.84853833425262,,0.0
TUBB4B,-0.8172090457804744,,0.0813457710908566
LAX1,0.4784335355763927,,0.0
BCAT2,0.1300606729178157,1,0.0
DSEL,-0.3768339768339768,,0.0
DEPDC7,0.0302261445118587,,0.0
HCG22,0.0,,0.0
ME1,0.4411472697186982,,0.0
CRYGEP,0.0,,0.0
EZH1,-0.7533370104798676,1,0.0
TXNRD3,0.1527854384997242,,0.0
EFNA3,0.119580805295091,,0.0
E2F7,-0.5945945945945945,,0.0
FEZF1,-0.7728626585769443,,0.0
TAF1D,0.380584666298952,,0.0941597899868082
CAMK2D,-0.7429674572531715,,0.0
CAMK2D,-0.7429674572531715,,0.0
CCNB2,0.0799779371207942,,0.0
SYT5,0.3455046883618311,,0.0
EPS8,-0.7482625482625482,,0.0701519325335386
RPS6KB2,0.2330943188086045,,0.0
CECR2,-0.917484831770546,1,0.0800826202529236
SGSM3,0.3548814120242691,,0.0
GCGR,0.0894649751792608,0,0.0
USF2,-0.4221731936017651,,0.0
MAPK12,0.5937120794263651,1,0.0
SEZ6L,-0.7396580253723111,,0.0575661621622008
LRRC23,0.0126861555432984,,0.0
IL17D,0.9982349696635412,,0.0
EFS,0.3409817981246552,,0.0836590803928136
ASMTL,0.0,,0.0824525231107529
NIPA1,-0.2355212355212355,,0.0393794045150478
CAPZB,-0.9440706012134584,,0.0
YBX3,0.0778819635962493,,0.0891283860837367
XAB2,-0.5343629343629344,,0.0
MEIS2,-0.9207942636514064,,0.0432671134164478
ABHD14A,0.2025372311086597,,0.0928102200315054
MT-ND4L,0.0,,0.0
BTBD16,0.4492002206287919,,0.0
ADCY5,-0.8662989520132377,,0.0
TMED5,0.7741864313292885,,0.0
RBL1,-0.3472697186982901,,0.0
GJA5,-0.3424158852730281,,0.0
HEY1,-0.5394373965802537,,0.0
PCMT1,-0.4152233866519581,,0.0163484344476884
RPL22,-0.5118587975730833,,0.0300390370707514
OMG,-0.6141202426916712,,0.0337748709990424
EDA2R,0.0,,0.0
ZC3H12B,0.0,,0.0
AMER2,-0.4967457253171539,,0.0925319196160094
NFKBIZ,-0.814561500275786,,0.0284235922381255
ANKDD1A,0.295311638168781,,0.092468371641228
RPLP0,-0.995146166574738,,0.0
CDC37,-0.870711527854385,,0.019188714084493
MARVELD2,0.0421400992829563,,0.0
SLC25A10,0.36150027578599,,0.0
HNF1A,-0.7123000551571981,,0.0
HTR5A,0.384004412575841,0,0.0
KRT19,-0.3114175399889686,,0.0
CERS1,-0.4565912851627137,,0.0272932402343041
CFD,0.9782680639823498,,0.0
BLM,-0.2102592388306674,0,0.0
TXNRD1,0.0661886376172089,,0.0
CBLL1,-0.9225592939878654,,0.0
SLF2,-0.4750137892995035,,0.0918849919226431
ATP5PB,-0.1929398786541644,,0.0747882364891361
WNT7B,-0.3495863210148924,,0.0
PSMD1,-0.9602868174296746,,0.0626316746189604
LPIN1,-0.3118587975730833,,0.0
XPO5,-0.8054054054054054,,0.0
SNX6,-0.2679536679536679,,0.0
LTK,0.6219525648097077,,0.0
RELL1,-0.7183673469387755,,0.0915207249829088
FKBP1B,-0.1084390512961941,,0.0
SLC29A1,-0.4692774407060122,0,0.0
PPEF1,0.0,,0.0233131800030714
NFE2L1,-0.7748483177054606,,0.0
IL18RAP,-0.2230557087699944,,0.0
PSMG1,-0.073138444567016,,0.0
RGS7BP,-0.5744070601213458,,0.0730862661096552
FGF4,0.6019856591285162,,0.0
TENM4,-0.77573083287369,,0.0
LDHAL6B,0.8892443463872035,,0.0
ZNF395,-0.6445670159955874,,0.0
CYP2U1,0.0196359624931052,,0.0
HTATIP2,0.7348041919470492,,0.0
DNAAF19,0.4616657473800332,,0.0
MIR486-1,0.0,,0.0
LRRC37A2,-0.6500827357970216,,0.0
SREBF2-AS1,0.0,,0.0
MIR92A1,0.0,,0.0
LINC00486,0.0,,0.0
IFI27L2,0.8060672917815774,,0.0
LRP12,-0.8938775510204082,,0.0
FUT9,-0.3437396580253723,,0.0
DFFB,0.3049089906232762,,0.0
PRTG,-0.456150027578599,,0.0
SH2D2A,0.1879757308328737,,0.0
JAKMIP3,-0.4543849972421401,,0.0
LINC00996,0.0,,0.0
GLIPR1L2,0.4357418643132928,,0.0
STK32A,0.3270821842250413,,0.0
TEKT1,0.3661334804191947,,0.0
RBM24,-0.5528957528957529,,0.0
GIPC1,-0.4339768339768339,,0.0
EPS8L2,0.3387755102040817,,0.0
SNX29,-0.0388306674020959,,0.0
STAP2,0.5545504688361831,,0.0
NUDT15,0.5736348593491452,1,0.0
NKX6-3,0.4428019856591285,,0.0
AKNA,-0.5299503585217871,,0.0
NKX3-1,0.3601765030336459,,0.0
PAOX,0.5015995587424158,,0.0
DHRS1,0.3905129619415333,,0.0
ZCCHC7,0.1100937672366244,,0.0
AKR1C6P,0.0,,0.0
DRAM1,0.2895752895752896,,0.0
TAS2R41,0.7858797573083287,,0.0
LHPP,0.4694980694980695,,0.0
DHRS4L2,0.5179260893546609,,0.0
COMMD10,0.854054054054054,,0.0
APCDD1,-0.5868725868725868,,0.0
MVB12B,-0.6795366795366795,,0.0
SLC13A4,-0.7217870932156647,,0.0
ARMC1,-0.1459459459459459,,0.0
EMILIN1,-0.234638720353006,,0.0
STAT2,-0.6923331494760065,,0.0
RO60,-0.6675124103695532,,0.0761338625537636
PNN,-0.6167677881963596,,0.0292470186814523
RAB4A,-0.2326530612244898,,0.0
RHOU,-0.3618312189740761,,0.0758547063067526
ATP6V0B,-0.8247104247104247,,0.0608796738803154
MYO5C,-0.1317153888582459,,0.0
FNDC3A,-0.919580805295091,,0.0
PRKACG,0.4649751792608936,,0.0
MAML2,-0.880419194704909,,0.0722420935401937
IGHV3-69-1,0.0,,0.0
ATP6V0A4,-0.0902371759514616,,0.0
CLIP3,-0.7983452840595697,,0.0908045192346552
PLP2,0.0,,0.0
TSHZ2,-0.7883066740209598,,0.0
GAS7,-0.4728075013789299,,0.0
PCYOX1L,0.3525648097076668,,0.0736380121566435
GALNS,0.4552675124103695,,0.0
HOXA5,0.0480970766685051,,0.0
GABARAPL2,0.7329288472145614,,0.0739147345364482
NFATC3,-0.5537782680639823,,0.0
GJA3,0.950137892995036,,0.0
SYNJ2,0.000330943188086,,0.0655582509099989
C21orf91,0.294318808604523,,0.0902053346789099
RFC4,0.2251516822945394,,0.0
GAST,0.4981798124655268,,0.0
UGGT1,-0.5468284611141754,,0.0
PAGR1,0.7444015444015444,,0.0
ENDOD1,0.8753447324875896,,0.0823484670711545
CXCR5,0.4998345284059569,,0.0
PAIP2B,0.7027027027027026,,0.0898439471533724
COL5A3,-0.2669608383894098,,0.0437385899191476
PTPRVP,0.0,,0.0
PTPRVP,0.0,,0.0
SPESP1,0.9406508549365692,,0.0
COL4A3,-0.4240485383342526,,0.0327908602292077
AKAP13,-0.8362934362934363,,0.0649436102227452
LPP,-0.3412024269167126,,0.0679027540193855
FITM2,0.0356315499172641,,0.0
MGAT5,-0.7768339768339768,,0.0
FBXL7,-0.6418091560948704,,0.0
MEST,-0.5789299503585218,,0.0407908160922157
KLRD1,0.5399889685603971,,0.0
ST8SIA3,-0.3897407611693326,,0.0272798933539245
KLHL2,-0.8383894098179813,,0.0
MUC16,-0.3054605626034197,,0.0
MLLT11,-0.2290126861555432,,0.0847447530895874
RAB4B,-0.2168781025923882,,0.0
EMC3,-0.6334252619966906,,0.0861118830862729
VPS13B,-0.424931053502482,,0.0525851673644545
NECAB3,0.2280198565912852,,0.0853171778001586
PRR36,-0.0884721456150027,,0.0890955130373585
CYP27B1,0.2300055157198013,,0.0
IQCJ,0.5322669608383894,,0.0
TOB2,-0.7702151130722559,,0.0890290514963534
UBE4A,-0.6948703805846663,,0.0
PDLIM7,-0.1011583011583011,,0.0
LAMTOR2,-0.6368450082735797,,0.0
SLC25A38,0.1549917264202978,,0.0
NDUFB11,0.0,,0.0459974977394181
ZFX,0.0,,0.0
MCIDAS,0.0361831218974075,,0.0
SLC29A4,0.3704357418643134,,0.0
MAST3,-0.7246552675124104,,0.0887025397643313
DSG2,-0.3431880860452289,,0.0
AMY1A,0.9335907335907336,,0.0
LSM7,0.8077220077220078,,0.0885630781089002
OCIAD2,0.9915057915057914,,0.0605653156284835
SNORA73A,0.0,,0.0
TRIM21,0.4645339216767787,,0.0
COX6A1,0.5658025372311086,,0.0
TBC1D9,-0.5745173745173745,,0.0412586304819536
KDM5A,-0.9098731384445672,,0.0110512787890919
COX5B,-0.339327082184225,,0.0294552600925299
CCL19,-0.0850523993381136,,0.0
TGM5,0.1222283507997794,,0.0
GPR107,-0.3276337562051847,,0.0
ZFYVE9,-0.7870932156646442,,0.0
EEF1B2,-0.4521787093215664,,0.0
NOTCH2NLC,0.9444015444015444,,0.0
MASP2,0.3314947600661886,,0.0
ATP6V0A1,-0.7111969111969112,,0.0
MXD1,-0.4351902923331494,,0.0
NECAB2,0.7991174848317706,,0.0804126174032121
SMURF1,-0.5639271924986211,,0.0
PCM1,-0.4348593491450634,,0.0
PRKG1,-0.6498621070049642,,0.0
MAP3K14,-0.9145063430777716,1,0.0
RFC2,0.5986762272476558,,0.0
IGKV2D-30,0.0,,0.0
TRIM27,-0.8587975730832873,,0.0
TMEM45A,0.1812465526751241,,0.0
MIXL1,0.9522338665195808,,0.0
RPL7,-0.9866519580805296,,0.0
DNAJC7,-0.8078323221180364,,0.0467769260386506
GPATCH2L,-0.3371207942636514,,0.0876117199298834
PTK7,-0.7697738554881413,,0.0
PEX14,-0.6411472697186983,,0.046779299263072
PRKRA,-0.0650854936569221,,0.0
TSC22D3,0.0,,0.0
NACA,-0.5349145063430778,,0.0724296216382493
GRINA,-0.1875344732487589,,0.0
CCNT1,-0.8792057363485934,,0.0587337733188258
BASP1,0.531715388858246,,0.052309369097314
IGFL1,0.7207942636514064,,0.0
PSMD12,-0.9361279646993932,,0.0579982321793168
CA5A,0.4621070049641478,,0.0
CA5B,0.0,,0.0
TARBP2,-0.1027027027027026,,0.0
ITM2C,0.3413127413127412,,0.02638312305015
OMA1,0.0,,0.0
CCDC102B,0.7335907335907337,,0.0
ELP4,0.5870932156646442,,0.0
FOLH1,-0.2851627137341422,,0.0
GADD45G,-0.2055157198014341,,0.0
TPX2,-0.8944291230005516,,0.0
TCP1,-0.944511858797573,,0.0481779507372572
ATP5MG,0.2743519029233314,,0.0320096074199597
PACS2,-0.6198565912851628,,0.0713662589785154
STON2,-0.5675675675675675,,0.0793130461135761
REPS2,0.0,,0.0752825898609541
NDUFB8,-0.0535024820739106,,0.0
ERC2-IT1,0.0,,0.0868059646247595
ITCH,-0.850965250965251,,0.0
ORM1,0.0518477661334804,,0.0
ACR,-0.0452289023717594,,0.0
GPRASP2,0.0,,0.0560498467311304
OLIG1,0.9473800330943188,,0.0419752886250472
ADGRL1,-0.8850523993381136,,0.0729844544154794
WASHC5,-0.2991726420297849,,0.0
NUCB1,0.0617760617760618,,0.0
WARS2,0.2265857694429123,,0.0
PHF19,-0.7169332597904026,,0.0
CD8B,-0.3440706012134583,,0.0
AP1B1,-0.7137341423055709,,0.0
CACNA2D4,0.3541092112520683,,0.0
GCSAM,0.3583011583011584,,0.0
MYO10,-0.5327082184225042,,0.0762840081050527
GPR139,-0.3985659128516271,,0.0
TAC3,-0.0706012134583563,,0.0
CRACDL,-0.5393270821842251,,0.0863921008765
HMBS,-0.636072807501379,,0.0
SMURF2,-0.6344180915609487,,0.0780205148956682
KIR2DS5,0.0,,0.0
CD226,0.0768891340319912,,0.0
FABP6,0.5820187534473249,,0.010258200491148
DDX21,-0.894980694980695,,0.0
LIG4,0.1381136238279094,,0.0
DAAM2,-0.7023717595146166,,0.0530174134619438
FZD2,-0.4493105350248207,,0.0
EDNRB,-0.5883066740209597,1,0.0219866160819174
SHFL,-0.5178157749586321,,0.0770399488981278
DDIT4L,0.4745725317153888,,0.0490735942169417
ECM1,0.1515719801434087,,0.0
RPL28,-0.4144511858797572,,0.0625920354127488
KMT2D,-0.9836734693877552,,0.0
FXYD6,-0.2698290126861555,,0.0597280252284225
VSTM2A,-0.3713182570325427,,0.0353536547451709
CA11,-0.4666298952013238,,0.0859751223314024
ID3,-0.1787093215664644,,0.0388339297670503
MCM7,0.516822945394374,,0.0
ABCD3,-0.7042471042471042,,0.0
DAG1,-0.8886927744070601,,0.0
RLN2,0.8383894098179812,,0.0
DAD1,-0.0191947049089906,,0.0504217156126048
ARHGAP27,-0.4233866519580805,,0.0
MYLIP,-0.3084390512961942,,0.0246887892809867
RELB,-0.6751241036955322,,0.0
FOXK2,-0.4089354660783232,,0.0
EWSR1,-0.9239933811362384,,0.0549746464434958
CDH12,-0.4813017098731385,,0.0111127892997344
PPP1R7,-0.641588527302813,,0.0824798553697583
ALDH18A1,-0.5471594043022614,,0.0
LIN7A,0.5901820187534472,,0.0
VIPR2,0.1413127413127413,,0.0
IGFBPL1,0.7765030336458907,,0.0
CUTA,0.568781025923883,,0.0749200670149493
F12,0.4961941533370104,,0.0
CAPN10,0.2675124103695532,,0.0
ZNF502,-0.2057363485934914,,0.0
EIF1AD,-0.4510755653612797,,0.0
XPO4,-0.8356315499172642,,0.0
WWC3,0.0,,0.0
PUDP,0.0,,0.0
NCAPG,-0.4763375620518477,,0.0
PNPLA5,0.4923331494760066,,0.0
ZNF727,0.8376172090457805,,0.0
MGAT4C,-0.5072255929398787,,0.0
TRDMT1,0.6369553226696083,,0.0
TNP1,-0.3297297297297297,,0.0
TNP1,-0.3297297297297297,,0.0
MGAT4C,-0.5072255929398787,,0.0
PUDP,0.0,,0.0
WWC3,0.0,,0.0
APIP,0.6246001103143961,,0.0
CAPN10,0.2675124103695532,,0.0
MAN2B1,-0.122338665195808,,0.0
LDOC1,0.0,,0.0851038615466727
LMO4,-0.8616657473800331,,0.0
CDC42EP3,-0.6231660231660232,,0.0099387104286082
AP4E1,-0.6008825151682294,,0.0
GJB2,0.9913954771097628,,0.0
RARS1,0.2003309431880859,,0.0250427503796791
SSPN,0.7223386651958081,,0.0772474875041259
APOO,0.0,,0.0848420383004509
CCDC85B,0.963596249310535,,0.0817778014310469
NT5C3A,0.2955322669608384,,0.0
MARCKSL1,-0.109873138444567,,0.0
SUCO,-0.7563154991726421,,0.0
RIT2,0.7844456701599558,,0.0296310704634255
TUBGCP2,-0.3481522338665196,,0.0469004026051574
ENSG00000280371,0.0,,0.0
ENSG00000279284,0.0,,0.0
COL6A3,-0.6151130722559294,,0.0
CRABP2,0.6936569222283508,,0.0
SCRIB,-0.4579150579150579,,0.0731444131694481
ORM2,0.1703254274682846,,0.0
REEP6,0.5533370104798676,,0.0777808922229706
LTB,0.8367346938775511,,0.0
SUCLG2,0.274131274131274,,0.0
OXLD1,0.9735245449531164,,0.0845218761431428
SNX21,0.7921676778819635,,0.0845184443770897
SAP18,-0.5345835631549918,,0.0814648240657348
DPP7,0.7955874241588528,,0.0597677990784122
APOL1,0.7826806398234969,,0.0
COL6A2,-0.1274131274131273,,0.0
SIGLEC1,0.1838940981798125,,0.0
PPAT,-0.67280750137893,,0.0
PDE7A,0.4391616105901821,,0.0
PSMD10,0.0,,0.0767221993356063
CXCL6,0.9503585217870932,,0.0
RGS11,0.699503585217871,,0.0747050769729737
RRAS,0.3547710976282405,,0.0
MIB2,0.4030888030888031,,0.0765928511959274
ATP6V1F,0.4995035852178708,,0.0571068804995803
SHC2,0.6731384445670161,,0.0
BCL2L13,-0.3843353557639272,,0.0
PLD4,0.7333701047986763,,0.0
C2,-0.1018201875344732,,0.0
RAPGEF1,-0.8702702702702703,,0.0
VPS26A,-0.1621621621621621,,0.0
LACTB,0.1445118587975731,,0.0
UFL1,-0.1185879757308329,,0.0312684987046672
TGS1,-0.1419746276889134,,0.0
NRSN1,0.3843353557639273,,0.0727300751768266
CACNG3,-0.890126861555433,,0.0713646026959516
COX6B1,-0.7715388858246002,,0.0716715589544385
CSNK1G2,-0.711969111969112,,0.0202839801410934
PPOX,-0.5932708218422504,,0.0
ARLN,0.6826254826254827,,0.0
DDX60,-0.1920573634859349,,0.0
NCOA6,-0.839161610590182,,0.0
HCFC2,-0.9180364037506896,,0.0
ZFY,0.0,,0.0
FBXO7,-0.0234969663541092,,0.0232759650799259
NELFCD,-0.1834528405956977,,0.0
CD180,0.91715388858246,,0.0
IHH,-0.6393822393822394,,0.0
SLC45A2,0.0978488692774406,,0.0
RNF146,-0.5776061776061776,,0.0
CHST7,0.0,,0.0
H1-0,0.2945394373965802,,0.0
ATP5MK,0.7494760066188637,,0.0
FUT8,-0.4820739106453392,,0.0
OTUB1,-0.6316602316602317,,0.0
P2RY13,0.2876999448428019,,0.0
C19orf12,-0.6099282956425813,,0.0
BTC,0.4008825151682293,,0.0
SYPL2,0.2966354109211251,,0.0
CD99L2,0.0,,0.0679899274506443
NAIP,0.0712630998345285,,0.0
SILC1,0.0,,0.0728397177268331
NPNT,-0.0437948152233866,,0.0
MAGED1,0.0,,0.0461011163151712
SF3B6,-0.6125758411472697,,0.0
SUB1,-0.8018753447324876,,0.0
H3P8,0.0,,0.0
RPP14,0.7253171538885825,,0.0
CDK2AP2,-0.783342526199669,,0.0
AP3M2,-0.1910645339216767,,0.0827614705615908
MCC,-0.0874793160507446,,0.0672542710629548
RANBP3L,0.395146166574738,,0.0
SPECC1L,-0.7575289575289575,,0.0
MTR,-0.5378929950358522,,0.0
SPTAN1,-0.9430777716492004,,0.0516334313392614
RPL35A,-0.9554329840044126,,0.0
RPL4,-0.965361279646994,,0.0638325337442665
FLT3,-0.7224489795918367,1,0.0
INO80D,-0.8452289023717595,,0.0568804720331804
LRRC32,-0.4317705460562603,,0.0
OAS2,0.2005515719801434,,0.0
QPCTL,0.493215664644236,,0.0
ALPI,0.3367898510755653,0,0.0
CD247,-0.5278543849972421,,0.0
AGPS,-0.7863210148924434,,0.0
ITPK1,-0.4225041367898511,,0.0
ACADVL,0.1962493105350249,,0.0158707340594676
SLIRP,0.6244897959183673,,0.0824526471110538
NCF2,-0.2874793160507446,,0.0
TMPO,-0.3872035300606729,,0.0
LMF1,0.6362934362934363,,0.082280938997032
CAPN3,-0.1264202978488693,,0.0
JPH3,-0.83849972421401,,0.0
AIP,-0.5370104798676227,,0.0
DNMT3L,0.3607280750137893,,0.0
RAB11B,-0.4943188086045229,,0.0
KIR2DS2,0.0,,0.0
ATF6B,-0.3637065637065637,,0.0
KLKB1,0.0102592388306674,,0.0
NINL,0.2453392167677881,,0.0
OGN,-0.142084942084942,,0.0
BUB1,-0.4001103143960287,1,0.0
ACTBP2,0.0,,0.0
IRS4,0.0,,0.0
CCT6A,-0.9351351351351352,,0.0
RHOC,0.1032542746828462,,0.0
METAP1,-0.159073359073359,,0.0498220731173177
ELOVL4,-0.504688361831219,,0.0284985841647436
PRH1,0.7496966354109211,,0.0
TALDO1,0.0842801985659129,,0.0580676268901182
FBXW11,-0.8423607280750138,,0.0
PSMB1,-0.6326530612244898,,0.0
CD300LF,0.2432432432432432,,0.0
IDS,0.0,,0.0
BMPER,-0.5008273579702152,,0.0
DRD5,0.8822945394373967,,0.0
THYN1,0.5629343629343628,,0.0818239872056213
TIAL1,-0.9483728626585768,,0.0
PSTPIP1,0.6223938223938223,,0.0
PAX7,-0.6838389409817982,,0.0
CDK9,0.2987313844456702,1,0.0
GCNT2,0.5779371207942636,,0.0
DMAC2,0.5306122448979591,,0.0817778014310469
PHF24,-0.2818532818532818,,0.0725818532010473
LY96,0.9664644236072808,,0.0
LGALS8,0.566023166023166,,0.0656199223597758
DBT,0.4594594594594594,,0.0679278019497469
ERICH3,0.2642029784886928,,0.0670390545040002
CUL9,-0.8590182018753447,,0.0
NKX2-1,-0.6633204633204632,,0.0
ANKS1B,-0.8884721456150028,,0.0
RPS11,-0.9817981246552676,,0.0
NIT2,0.4519580805295091,,0.0713034156602056
TRIM25,-0.0820739106453392,,0.0
SPOCK2,-0.1196911196911196,,0.0
CISD3,0.2849420849420849,,0.0
TM2D1,0.2272476558190843,,0.0
MEA1,0.6370656370656371,,0.0734403745749047
APPBP2,-0.8530612244897959,,0.0
OTULIN,-0.4829564258135687,,0.0
PTGER3,-0.319911748483177,0,0.0
PSMB3,-0.7380033094318809,,0.0721368656781594
NMB,0.705350248207391,,0.0
NR2F6,0.4615554329840043,,0.0
RPS20,-0.7073359073359073,,0.0
KAZN,-0.4548262548262548,,0.0185902846268875
AMH,0.9834528405956976,,0.0
IL20RB,0.0487589630446774,,0.0
KPRP,0.9471594043022616,,0.0
RAB8B,-0.2888030888030888,,0.0
LINC01963,0.0,,0.0
AGBL1,0.5258687258687258,,0.0
MEPCE,-0.8594594594594595,,0.0
GCLM,0.7695532266960838,,0.0
IGSF8,0.1141753998896855,,0.0
P2RY10,0.0,0,0.0
CTSA,-0.2025372311086597,,0.0
CTR9,-0.8289023717595146,,0.042955780690163
TYMP,0.695642581356867,,0.0
SCO2,0.826034197462769,,0.0
RTL8C,0.0,,0.0803895118936986
PDE12,-0.356315499172642,,0.0
TRPC4AP,-0.616657473800331,,0.0
NCR1,0.4359624931053503,,0.0
PC,-0.6457804743519029,,0.0
VPS13A,-0.4400441257584114,,0.0
TRA2A,0.0166574738003308,,0.0
SLC25A14,0.0,,0.0
IFI44L,0.4735797021511307,,0.0
TRIM69,0.0168781025923883,,0.0
EYA1,-0.8940981798124655,,0.0355532277998466
FCGRT,-0.4281301709873139,,0.0
TNRC6A,-0.9190292333149476,,0.0
CAPN13,0.2689464975179261,,0.0
IFFO1,-0.1008273579702151,,0.0
NR0B1,0.0,,0.0
MPST,0.6850523993381137,,0.0
GPC3,0.0,,0.0153467705281427
SECISBP2L,-0.705350248207391,,0.0722473050562935
ALDH3A2,0.0068394925537782,,0.0331345603410345
H3P13,0.0,,0.0
COL5A2,-0.9924986210700496,,0.0190495277715004
FETUB,0.3744070601213458,,0.0
FBXL17,-0.4678433535576393,,0.0797998366478864
LCOR,-0.8557087699944843,,0.0575808041497278
CNTN6,0.5281853281853282,,0.0
NUCKS1,-0.8992829564258136,,0.0164139021747867
NRL,0.9457253171538886,,0.0
CRYL1,0.5082184225041368,,0.0
NDUFA3,0.6597904026475454,,0.0653300432297877
HOMER3,0.4333149476006619,,0.0
EPC2,-0.9546607832322118,,0.0
MT-ATP8,0.0,,0.0
ACTL6B,-0.0277992277992278,,0.0795077901425117
PIK3R4,-0.8365140650854936,,0.0263006145455116
COL6A1,-0.4272476558190844,,0.0
TUBG1,-0.5898510755653612,,0.0793715911879278
HAT1,0.6379481522338666,,0.0
CAVIN1,0.2199669056811914,,0.0
MYH10,-0.9248758963044678,,0.0
POLR2K,0.0,,0.0
LINC00663,0.0,,0.0793011842939352
DPYSL3,-0.8049641478212907,,0.0
BCAS1,-0.1952564809707666,,0.0699740082800963
NLGN2,-0.7943739658025373,,0.0
DOK3,0.6629895201323772,,0.0122341358095838
LINC01104,0.0,,0.0
DAND5,0.6974076116933259,,0.0
ZNF787,0.4061776061776061,,0.0
LRCH1,-0.7106453392167678,,0.0
POLD3,-0.7831218974076117,,0.0
CAPRIN1,-0.8248207391064534,,0.0
SREK1IP1,-0.0542746828461113,,0.0
PIP4P1,-0.4381687810259239,,0.0
SESN3,-0.766354109211252,,0.0
LAYN,0.2045228902371758,,0.0
HMGB3,0.0,,0.0
NPHS1,-0.1697738554881411,,0.0
LIN28B,-0.7820187534473249,,0.0
TTLL6,-0.1591836734693877,,0.0
NLRP13,0.0927744070601213,,0.0
SMIM20,-0.1045780474351902,,0.0
ZNF37A,0.4567015995587424,,0.0790056818025168
LINC00662,0.0,,0.0
KLHL5,-0.4214009928295642,,0.0701665659608356
SCPEP1,0.1913954771097628,,0.0
RTF2,-0.2774407060121345,,0.0
STOX2,-0.6039713182570325,,0.0787188764132911
DYNC1I1,-0.507777164920022,,0.0692182921951281
PPFIBP1,-0.0982901268615554,,0.0756467436803587
IL36RN,0.5234418091560948,,0.0
EFNA1,-0.5803640375068946,,0.0
ACTN4,-0.9321566464423608,,0.0
CA1,0.8478764478764478,,0.0
CD1C,0.6154440154440155,,0.0
RBBP6,-0.9494760066188638,,0.0114621346516193
TWIST1,0.6486486486486487,,0.0
PGLS,0.7603971318257032,,0.0783703930380866
CCN4,0.3190292333149476,,0.0
GUCY1B1,-0.2889134031991175,,0.0783077804180788
PRR11,-0.02426916712631,,0.0782966862744585
GJB1,0.0,,0.0
TUBG2,-0.112630998345284,,0.0439807951171202
DGCR8,-0.9096525096525097,,0.0
H1-5,0.7861003861003861,,0.0
UBE2W,0.5597352454495312,,0.0781282439386434
EFNA5,-0.7131825703254275,,0.0
TNFRSF11A,-0.1563154991726419,,0.0
ATAT1,0.0118036403750689,,0.0
CASP10,0.1427468284611142,,0.0
WLS,-0.714065085493657,,0.0
RASGRF1,-0.8456701599558742,,0.0220870823427392
TMEM39A,-0.5948152233866519,,0.0
WDR11,-0.5473800330943188,,0.0562808348169722
DTYMK,0.6095973524544953,,0.0
ATP1B2,-0.6591285162713734,,0.0375824028683819
CSN3,0.6618863761720906,,0.0
ADNP2,-0.1266409266409266,,0.0
ARSA,0.3427468284611141,,0.0
GTF2H4,0.0264754550468835,,0.0
DUOX1,-0.1365692222835079,,0.0
SLC10A2,0.6591285162713734,,0.0
IFI44,0.3756205184776613,,0.0
GALR1,0.0244897959183674,,0.0
SCAF4,-0.8991726420297849,,0.0
NPEPL1,0.4966354109211253,,0.0
SERPINB13,0.298069498069498,,0.0
ALYREF,-0.9337010479867622,,0.0
PRKACB,-0.6745725317153888,,0.0
MIP,-0.0469939327082183,,0.0
CPT2,0.1299503585217871,,0.0
