symbol,geneticConstraint,hasHighQualityChemicalProbes,expressionAtlas
NRG1,-0.7980143408714837,,0.0234583568242671
DAPK1,-0.8118036403750689,,0.0309255896516322
HS2ST1,-0.4592388306674021,,0.041392506591892
HMOX1,0.3942636514065085,,0.0
CCDC71L,0.8195256480970767,,0.0
OXT,0.941092112520684,,0.0
VSNL1,-0.6137892995035852,,0.064186834421148
NPTX2,0.2189740761169332,,0.0804162106252898
CHRM2,-0.6265857694429122,0,0.0
S100B,0.6813017098731384,,0.0301136643494676
CNR1,-0.4428019856591285,1,0.0395018278895314
CLOCK,-0.6939878654164369,,0.0092373682739763
INSR,-0.6252619966905681,1,0.0
LGALS3,0.3205736348593491,,0.0379027127724591
TTR,0.1484831770546055,,0.0
LINGO1,-0.6314396028681744,,0.0
PARP1,-0.7362382790954219,1,0.0
LRP8,-0.6611141753998897,,0.0
KL,-0.0893546607832321,,0.0182268559893546
RMDN2,0.7344732487589631,,0.0
PCSK9,0.4529509100937672,,0.0
CCDC152,0.9027027027027028,,0.0452628791889967
TLR4,-0.1908439051296194,0,0.0
UBB,0.6864864864864866,,0.0
ARID1A,-0.9835631549917264,,0.0425833707141758
MECP2,0.0,,0.0
HCRT,0.8848317705460562,,0.0
NLGN1,-0.8936569222283508,,0.0
PIN1,0.356315499172642,1,0.0805969995556452
TSLP,0.6293436293436294,,0.0
HMGB1,-0.973303916161059,,0.0
RPL17,-0.9658025372311086,,0.0
UCHL1,-0.850634307777165,1,0.1206307333905387
ABHD1,0.5701047986762273,,0.0
EPHB2,-0.9131825703254276,,0.0
TCERG1L,0.3150579150579151,,0.0
IGF2BP2,-0.8671814671814672,,0.0138548978251709
ADGRE3,0.4729178157749587,,0.0
CASP6,-0.029453943739658,,0.0
TLR2,0.6321014892443464,,0.0
CHSY3,-0.1330391616105901,,0.0
CAMK2A,-0.9640375068946496,,0.0
HTR4,-0.4482073910645339,0,0.0
NLRP7,-0.0177606177606177,,0.0
PPARGC1A,-0.8140099282956426,,0.0399797769241117
ASAH1,0.6351902923331494,,0.0
CYP19A1,-0.2971869829012686,1,0.0
SYT1,-0.8605626034197462,,0.0596133212011009
RBP4,-0.6026475455046884,,0.1020990272042211
MMAB,-0.163596249310535,,0.0
IL2RB,-0.553557639271925,,0.0
PKM,-0.6717043574186432,1,0.0472401299477493
OR6B3,0.9627137341423057,,0.0
GABRA2,-0.7001654715940431,,0.0527806736394411
SAA1,0.5031439602868175,,0.0
SAA2,0.4038610038610037,,0.0
ZFR2,0.693215664644236,,0.0
NBEAL1,-0.1055708769994484,,0.0
PLCL1,-0.4874793160507445,,0.0196302882412111
EPHA4,-0.919911748483177,0,0.0332486883025587
HP,0.0806398234969663,,0.0
PRKCA,-0.7977937120794264,,0.0
GJA1,-0.6638720353006067,,0.0698220618946322
MICAL1,-0.2390512961941533,,0.0
AGT,0.3908439051296193,,0.0216457902978551
CHRNA5,-0.0276889134031991,,0.0
TFEB,-0.7236624379481522,,0.0
DNM1L,-0.6814120242691671,,0.0247488517639343
DCAKD,0.3394373965802537,,0.0405636923681424
GRIA3,0.0,,0.0227736189668176
IGF2,-0.6931053502482074,,0.0
ROCK1,-0.8927744070601213,1,0.0
SQSTM1,0.2830667402095974,,0.0
GNB2,-0.8244897959183674,,0.036654608487817
RYR1,-0.5138444567015996,,0.0
PLOD1,-0.0520683949255378,,0.0
NLRP1,-0.2308880308880309,,0.0
UBC,-0.7004964147821291,,0.0430211328738926
NTN1,-0.7473800330943188,,0.0
SHANK3,-0.744180915609487,,0.017251532679053
LPL,0.1929398786541643,,0.0347896712666174
CEP57,-0.3795918367346939,,0.0
FNDC5,-0.2761169332597903,,0.0
BECN1,-0.8625482625482626,,0.0385005740012608
MAOA,0.0,0,0.0
LGALS9,0.0889134031991174,,0.0
PTEN,-0.4570325427468285,,0.0
SIRT3,0.3509100937672367,,0.0
H19,0.0,,0.0
PRKAA1,-0.6009928295642581,1,0.0
MMP9,0.3984555984555984,,0.0
CARD11,-0.83430777716492,,0.0
GABRG1,0.5235521235521237,,0.0805124804571176
EIF2AK2,-0.3879757308328737,,0.0
SMOC1,-0.5692222835079979,,0.0
NPTN,-0.8968560397131826,,0.0
EIF2AK3,-0.5607280750137893,1,0.0
PRKAA2,-0.0300055157198014,,0.0
MANF,-0.03430777716492,,0.0
TXNIP,-0.4230557087699944,,0.0645736860834598
LY75,-0.1327082184225041,,0.0
EHMT1,-0.9766133480419196,1,0.0798684810729522
GDF15,0.805184776613348,,0.0
HSP90AA1,-0.8367346938775511,1,0.0
PDE4D,-0.7921676778819636,1,0.0
HCRTR1,-0.085603971318257,1,0.0
SELPLG,0.972642029784887,,0.0
CREBBP,-0.99415333701048,1,0.0888882278102579
TNFSF10,-0.275565361279647,0,0.0
AR,0.0,1,0.0
CRTC1,-0.7750689464975179,,0.0
RPS27A,-0.817319360176503,,0.0
UBA52,-0.8920022062879206,,0.0
CASP4,0.0205184776613347,,0.0
CD79A,0.0383894098179813,,0.0
SUCLA2,-0.4191947049089906,,0.0505853061445795
HSP90AB1,-0.8455598455598455,1,0.0840722483595758
ALDH2,0.0359624931053501,,0.0
CX3CL1,-0.5995587424158852,,0.0
ACOT7,-0.7213458356315499,,0.0999960776285944
DPYSL2,-0.8952013237727523,,0.0
PTGER2,0.444015444015444,1,0.0
RENBP,0.0,,0.0
MT-CO2,0.0,,0.0
MTCO2P12,0.0,,0.0
IL13,0.5741864313292884,,0.0
SIRT2,0.1171538885824601,,0.0
SUGP1,-0.5658025372311086,,0.0
S100A9,0.663099834528406,,0.0
IL18,0.8977385548814121,,0.0
CXCL8,0.8605626034197462,,0.0
CCL5,0.5938223938223939,,0.0
HAMP,0.6590182018753448,,0.0
PDCD1,-0.134142305570877,,0.0
EGF,-0.3792608935466078,,0.0
DHCR24,-0.5720904578047435,,0.0624608581976494
AIF1,0.6112520683949256,,0.0
ATF4,-0.4133480419194705,,0.0
POU2F1,-0.9203530060672918,,0.0
KLK6,0.1039161610590182,,0.0
RCAN1,-0.1120794263651406,,0.0
MROH5,0.7169332597904026,,0.0
GABRB3,-0.7534473248758963,,0.0520231649161949
MTHFR,-0.1877551020408163,,0.039456096309487
PHB1,-0.4861555432984005,,0.0
STING1,-0.2120242691671263,1,0.0
OGA,-0.8712630998345284,1,0.0504739243850401
CASP3,-0.1891891891891891,0,0.0
METTL3,-0.2752344180915609,1,0.030910953712933
TLR3,-0.2929950358521787,,0.0
YY1AP1,0.5305019305019305,,0.0
PPIL6,0.762603419746277,,0.0
LILRB5,0.3031439602868173,,0.0
DUSP1,-0.4467733039161611,,0.017574471293896
COMT,0.2803088803088802,,0.0
ICAM1,-0.1612796469939327,,0.0
IL22,0.704357418643133,,0.0
TRPV1,0.4622173193601764,0,0.0
DLG4,-0.9797021511307226,,0.0
CACNA1B,-0.7665747380033094,,0.0
CD40LG,0.0,,0.0
HTRA2,-0.3200220628792057,,0.0
MOK,0.5018201875344732,,0.0
BRCA1,-0.1446221731936017,,0.0
CASP8,-0.4422504136789851,0,0.0
EHMT2,-0.6981798124655267,1,0.0
IFITM3,0.7768339768339769,,0.0368828629759495
B2M,-0.6878102592388307,,0.0600997076594391
CHP1,-0.4474351902923331,,0.0429556908520666
EDN1,-0.2222835079977937,,0.0
GABRA5,-0.6205184776613348,1,0.0292036256728079
RARB,-0.7118587975730832,0,0.0
SPATA2,-0.7913954771097629,,0.0
RPL17-C18orf32,-0.8081632653061225,,0.0
DISC1,-0.1324875896304468,,0.0
SLC5A2,0.4015444015444016,1,0.0
TYROBP,0.4828461114175399,,0.0
GHRL,0.860672917815775,,0.0
HSPA1A,0.5434087148372864,0,0.0686166533756149
NOTCH3,-0.6131274131274131,,0.0086248190678483
KLK8,0.0087148372862657,,0.0
MMP12,0.6931053502482074,1,0.0
KCNB1,-0.8798676227247656,,0.0
CRMP1,-0.7513513513513513,,0.0721668879852987
APOC3,0.7825703254274683,,0.0
EPO,-0.2549365692222834,,0.0
HS3ST1,-0.4232763375620518,,0.0
IL4,-0.2913403199117484,,0.0
SLC2A1,-0.9845559845559846,1,0.0
GABRG3,-0.569111969111969,,0.0
APLN,0.0,0,0.0
GCG,-0.0448979591836734,,0.0
KDM2B,-0.911969111969112,,0.0
EIF4E,-0.9964699393270822,,0.0
TNFRSF21,-0.5634859349145063,,0.0
OPN1LW,0.0,,0.0
ANPEP,-0.4287920573634859,0,0.0
PAG1,0.1467181467181466,,0.0
PCBP4,-0.4073910645339217,,0.0
PGP,0.2456701599558741,,0.0442209864325921
RBFOX3,-0.5619415333701048,,0.0359007687059331
IL10,-0.4215113072255929,,0.0
VCAM1,-0.2260341974627688,,0.0
CHRNA6,0.1546607832322117,1,0.0
PTPA,-0.6546056260341975,,0.0
CNR2,0.705681191395477,0,0.0
MCOLN1,-0.1278543849972421,,0.0
SRC,-0.8115830115830116,1,0.0
RARA,-0.9211252068394924,0,0.0
NPY,0.6217319360176503,,0.0162982598676883
SETD2,-0.9694429123000552,1,0.0
CALM3,-0.62426916712631,,0.060296749206637
SPATC1,0.4908990623276337,,0.0
XBP1,-0.3196911196911197,,0.0
KHDRBS1,-0.8029784886927744,,0.0146075810884815
CD68,0.0797573083287368,,0.0
TFCP2,-0.6154440154440155,,0.0
CFL1,-0.7867622724765582,,0.0
MMP2,-0.4980694980694981,0,0.0
MTNR1B,0.9451737451737452,1,0.0
GAPDH,-0.4656370656370656,,0.0339363295232049
SLC17A5,0.1745173745173744,,0.0
DCTN4,-0.6321014892443464,,0.0
DAPK2,0.158742415885273,,0.0
UTRN,-0.4847214561500276,,0.0
DENR,-0.6084942084942084,,0.0
NUP62,-0.9774958632101488,,0.0
DENND4A,-0.7478212906784336,,0.0
KMT2A,-0.9988968560397132,0,0.0
MLH1,-0.5200220628792057,,0.0
APRT,0.8409266409266409,,0.0
MFAP1,-0.7815774958632101,,0.0
FMR1,0.0,,0.04810142057084
ADSL,-0.0920022062879205,,0.0
PEBP1,0.273800330943188,,0.0
CX3CR1,0.5906232763375621,1,0.0
OCIAD1,0.2441257584114726,,0.0
CYFIP2,-0.9065637065637066,,0.0381352647177556
CKAP2,0.02426916712631,,0.0
TMEM121,0.3285162713734142,,0.0
VGF,-0.1809156094870381,,0.0
NOTCH1,-0.9461665747380033,,0.0
MTNR1A,0.9316050744622172,1,0.0
CD14,0.9749586321014893,,0.0
CBS,0.0,,0.0
CD34,0.3688913403199116,,0.0
OR5G3,0.0,,0.0
CHAT,0.0081632653061225,,0.0
C3,-0.6426916712630999,,0.0
SHBG,0.2247104247104248,0,0.0
NR4A2,-0.9959183673469388,,0.0
GPNMB,0.6820739106453393,,0.02947790138489
CALM1,-0.9052399338113624,,0.0
CSF2RA,0.0,,0.0
CSF2RA,0.0,,0.0
CALM2,-0.9153888582460012,,0.0
GPRC6A,0.6247104247104247,,0.0
PPARD,-0.8778819635962494,1,0.0895869465629692
KCNJ11,0.1905129619415333,1,0.0
MR1,0.5919470490899061,,0.0
LRP10,-0.1413127413127413,,0.0484020985707203
IFNA1,0.8764478764478765,,0.0
KLHDC7B,0.978819635962493,,0.0
CST7,0.8153337010479869,,0.0
FN1,-0.7907335907335907,,0.0258867990916878
SYNJ1,-0.6454495311638169,,0.0321561315622392
CD274,-0.7129619415333701,1,0.0
CAT,-0.1193601765030336,,0.0316884924155999
NRN1,-0.5437396580253724,,0.0897516254515196
FABP3,0.1115278543849973,,0.0326780312760395
SLPI,0.8430226144511859,,0.0
CTSD,-0.1442912300055157,0,0.0
OAS1,-0.2573634859349145,,0.0
PRDX6,0.0183121897407612,,0.0606020367843715
DOCK8,-0.5415333701047986,,0.0
KRIT1,-0.4480970766685053,,0.0
RPS26,-0.8713734142305571,,0.0
CAMKMT,0.7641478212906785,,0.0
ATRNL1,-0.6469939327082184,,0.079633529531018
MMP10,0.4613348041919469,,0.0
OPRD1,0.643684500827358,1,0.0
BAX,0.4476558190843904,,0.0
ZGLP1,-0.1234418091560948,,0.0
REST,-0.9762824048538334,,0.0
ARC,0.5972421400992829,,0.0
SPIDR,0.0157749586321014,,0.0
PLD1,-0.2508549365692223,1,0.0
CBY1,0.2988416988416988,,0.0
CCL27,0.8562603419746277,,0.0
PPP1R3A,-0.1863210148924434,,0.0
GAS5,0.0,,0.0253375698179012
DKK3,-0.0243794815223387,,0.0
RXRB,-0.6741312741312742,1,0.0
HLA-DRB1,0.9235521235521236,,0.0
BMP4,-0.918146718146718,0,0.0
GABBR2,-0.802757859900717,,0.0249095552994532
ACTA1,-0.0654164368450083,,0.0
PRKCD,-0.8505239933811363,,0.0
PEX2,0.161831218974076,,0.0
TP53INP2,0.5955874241588528,,0.0376646502336908
HK1,-0.8091560948703806,,0.0
ERBB4,-0.8409266409266409,,0.0
BAG3,-0.6471042471042471,,0.0379904606826852
CALCA,0.3697738554881411,,0.0
TNFRSF1A,-0.8122448979591836,,0.0232438971233471
FAM222A,-0.3666850523993381,,0.0
CST3,0.9402095973524544,,0.0513901243445315
MT-CO1,0.0,,0.0
OVOL1,-0.1686707115278544,,0.0
DLL1,-0.9333701047986762,,0.0
RAPGEF2,-0.826034197462769,,0.0
ADIPOR1,-0.6067291781577495,,0.0
HTR3B,0.4046332046332046,,0.0
ENSA,-0.3012686155543298,,0.0200078371501215
CEACAM7,0.583011583011583,,0.0
CAP2,-0.3459459459459459,,0.0139255624736251
ALPP,0.2603419746276889,0,0.0
PDLIM3,0.1863210148924434,,0.0
NAT10,-0.058907887479316,,0.0
ASRGL1,0.2698290126861555,,0.0
FRMD6,-0.2735797021511307,,0.0
IDO1,0.4373965802537232,0,0.0
GNB5,0.3237727523441809,,0.0745551118404216
CD163,-0.6206287920573634,,0.0196334919736454
MME,-0.0655267512410369,,0.0
CCR5,0.7373414230557087,1,0.0
CMKLR1,0.5747380033094318,,0.0
GSDMD,0.680419194704909,,0.0
C5,-0.3190292333149476,,0.0
SERPINA3,0.6943188086045229,,0.0
BAD,0.9199117484831772,,0.0
PROS1,-0.6541643684500827,,0.0
MSN,0.0,,0.0557378323220113
RAB7B,0.0,,0.0
NR1I2,0.3570876999448429,0,0.0
GAD1,-0.6090457804743519,,0.0397001979979809
HSPA5,-0.683177054605626,,0.0
DDX51,0.4733590733590733,,0.0
NOB1,0.431218974076117,,0.0
PCDHGA2,-0.2286817429674572,,0.0
NOS2,-0.190954219525648,0,0.0
OPRM1,0.2044125758411472,0,0.0
UFSP2,-0.0583563154991726,,0.0296312086112196
UFM1,-0.2049641478212907,,0.0
TFRC,-0.7017098731384446,,0.0442935188188726
APOM,0.6366243794815223,,0.0
USP44,0.122338665195808,,0.0
GSN,-0.3043574186431329,,0.0295327538295826
SSTR4,0.0,0,0.0
GPT,0.7412024269167126,,0.0
UBE2N,-0.9607280750137892,0,0.0
IMPA1,0.7047986762272476,,0.0
CCNY,-0.3484831770546056,,0.0195820169726488
EGR1,-0.7280750137892995,,0.0193919716957461
HPS5,-0.290788747931605,,0.0
BMAL1,-0.9228902371759514,,0.0
APPL1,-0.6616657473800331,,0.0
CRY2,-0.573634859349145,,0.0333180091433041
TREML1,0.6485383342526199,,0.0
ABCB1,-0.6017650303364589,0,0.0
LAMP1,-0.8564809707666851,,0.0
CD83,0.5912851627137341,,0.0309951986248256
ANGPT1,-0.778819635962493,,0.0516725764697727
CIP2A,0.1607280750137893,,0.0
MBL2,0.6839492553778268,,0.0
SIRT4,0.3512410369553227,,0.0
SST,0.7033645890788749,,0.0686126302469696
GABRD,-0.3085493656922228,,0.0849546757656933
OPLAH,0.3374517374517374,,0.0
ELN,-0.4401544401544401,,0.0
CAMKK2,-0.504357418643133,1,0.0
CPT1A,-0.4241588527302813,0,0.0
MATR3,-0.9887479316050743,,0.0
SELENOK,0.5498069498069498,,0.0
PLA2G4A,-0.1373414230557087,,0.0
NINJ1,0.2371759514616658,,0.0
SLC40A1,-0.7453943739658025,,0.0603246964199624
LMTK2,-0.7872035300606729,,0.0552370125831916
SLC1A2,-0.6095973524544953,1,0.0121616288285524
CD38,0.5023717595146167,,0.0
SIMC1,-0.1398786541643684,,0.0
CLDN17,0.9783783783783784,,0.0
APEX1,0.4220628792057364,0,0.0203477696070968
IQCK,0.7331494760066188,,0.0
HTR3C,0.3425261996690567,,0.0
HTR3E,0.2773303916161058,,0.0
WWC1,-0.6766685052399338,,0.0
CETP,0.0795366795366796,1,0.0
ATP1A3,-0.9706563706563708,,0.0
PMCH,0.0289023717595147,,0.0
IL9,0.8379481522338665,,0.0
HTR3D,0.4907887479316051,,0.0
EDDM3A,0.973303916161059,,0.0
KIR3DL2,0.4927744070601214,,0.0
GPBAR1,0.7273028130170986,0,0.0
SNRPN,-0.6842801985659128,,0.0
PPARA,-0.4211803640375069,1,0.017251532679053
IRS1,-0.4729178157749586,,0.0
TXNL1,-0.4683949255377827,,0.0292231710238799
EBLN2,0.9894098179812464,,0.0
MST1,-0.0313292884721456,,0.0
HSPA4,-0.8747931605074462,,0.0476685501307777
SH2B3,0.5607280750137893,,0.0
ALK,-0.6186431329288472,1,0.0
MAF1,-0.7492553778268064,,0.0
NCAM1,-0.9460562603419748,,0.0402768423785704
P2RX7,-0.0195256480970766,,0.0
UBQLN1,-0.8402647545504689,,0.0282375814821039
VWF,-0.5193601765030336,,0.0129686388890624
WNK1,-0.9387755102040816,,0.0
GORASP1,0.1806949806949807,,0.0
ERAS,0.0,,0.0
ERAL1,-0.215554329840044,,0.0
TRAF2,-0.9468284611141754,,0.0
IGFBP5,0.0908990623276337,,0.0604751072651812
SYK,-0.8849420849420849,1,0.0
ATG5,-0.3819084390512962,,0.0120849038755666
RBM8A,-0.6357418643132928,,0.0
TDRD7,-0.6649751792608936,,0.0276540899853041
GPR151,0.3115278543849973,,0.0
FZD4,-0.5509100937672367,,0.0
LPAR3,-0.5405405405405406,0,0.0
LGR6,-0.1430777716492002,,0.0
OXER1,0.9408714837286264,,0.0
GPR166P,0.0,,0.0
MRGPRX4,0.2719249862107005,,0.0
MRGPRX3,0.5278543849972421,,0.0
NMUR1,0.6046332046332046,,0.0
MRGPRX1,0.8586872586872587,0,0.0
SLC24A1,-0.334473248758963,,0.0
GABRQ,0.0,,0.0
MBP,-0.4694980694980695,,0.0439083026359104
TMEM59,0.5215664644236073,,0.0
TMEM259,0.0030888030888029,,0.0
TMEM126B,0.86276889134032,,0.04325599163102
FAM161B,-0.0899062327633756,,0.0763385229747782
DAGLB,0.2697186982901269,1,0.0
CALB1,-0.5533370104798676,,0.0582192879801557
ADCYAP1,-0.1801434087148372,,0.0331533784879853
VAMP2,-0.9692222835079978,,0.0
SSTR2,-0.3568670711527855,0,0.0
CARD14,0.4167677881963596,,0.0
CORT,0.5962493105350248,,0.0
CALHM2,0.4037506894649751,,0.0
SEC14L4,0.0408163265306122,,0.0
SHH,-0.6967457253171538,,0.0
ZCCHC17,-0.2044125758411472,,0.063906419492573
RSAD2,0.5130722559293988,,0.0
PLG,-0.6215113072255929,,0.0
CSF1,-0.8565912851627138,,0.0
HSPB1,0.9192498621070048,,0.0199208673664805
STUB1,0.5042471042471042,,0.0
PRKCB,-0.9295091009376724,0,0.0354219650395358
IL21,-0.7394373965802536,,0.0
ZBTB17,-0.7504688361831219,,0.0
IL4R,-0.5654715940430226,,0.0
ALCAM,-0.7156094870380585,,0.0
CTLA4,-0.9501378929950358,,0.0
RNF5,0.0811913954771097,,0.0
HGF,-0.7185879757308329,,0.0343998742924434
SH3D19,-0.5338113623827909,,0.0
IL32,0.9825703254274682,,0.0
SPHK1,0.7105350248207392,0,0.0
MDH1,-0.4725868725868726,,0.1244577346328166
NAMPT,-0.858246001103144,1,0.0441883157248201
DLG1,-0.6995035852178709,,0.0
TRPC6,-0.4248207391064533,,0.0
ANKRD40CL,0.0,,0.0
BRAP,-0.3388858246001103,,0.0293153936821873
CXCL2,0.7406508549365691,,0.0
IGF1R,-0.8034197462768892,1,0.0546924030252998
IL1A,-0.0806398234969663,,0.0
PDP1,-0.6523993381136238,,0.0
AQP1,-0.0925537782680639,,0.0225152800948946
PPP2R3A,-0.1351351351351351,,0.0
OR13F1,0.8538334252619968,,0.0
CSPG4,-0.4441257584114727,,0.0
MON1A,-0.1963596249310535,,0.0
CXCL12,0.1781577495863209,,0.0108206852632031
HDAC3,-0.7278543849972421,1,0.0
NUP85,-0.8446773303916161,,0.0
TLN1,-0.9331494760066188,,0.0
STAR,0.5076668505239934,,0.0
SULT1A1,0.541753998896856,,0.0
PLK2,-0.7190292333149476,1,0.0568499497629248
KCNN4,0.0054054054054053,1,0.0
TRIM51G,0.5362382790954219,,0.0
NRP1,-0.7866519580805296,,0.0171655556942171
RTN4,-0.6350799779371208,,0.0
STAT5B,-0.9045780474351904,0,0.0
NOS1,-0.7964699393270822,,0.0
SLC8A3,-0.2961941533370105,,0.0
HNRNPA2B1,-0.9920573634859348,,0.0
HDAC1,-0.6560397131825704,1,0.0624462809402395
CTSS,-0.4869277440706012,1,0.0
DNAJC15,0.7588527302813017,,0.0
SERPINA5,0.5324875896304468,,0.0
STAT5A,-0.8347490347490347,,0.0
KITLG,-0.5924986210700496,,0.0619650435301144
HK2,-0.605184776613348,,0.0
ARL5B,-0.6057363485934915,,0.0
ARL4C,-0.2932156646442361,,0.0143939744348084
PDIA3,-0.7654715940430226,,0.0
GPX4,0.5926089354660784,0,0.0401568936560583
BACE2,-0.6040816326530613,1,0.0
PARK7,0.1044677330391616,1,0.0572345271623617
PRKN,0.3478212906784335,,0.0
INPPL1,-0.3239933811362383,,0.0
IL7,0.6947600661886377,,0.0
SMAD3,-0.8234969663541092,,0.0
RAPGEF4,-0.6424710424710425,,0.0
CYGB,0.1610590182018754,,0.0
UBXN6,0.3446221731936016,,0.0
ID2,-0.3542195256480971,,0.0372982006602023
CYP46A1,-0.6876999448428021,,0.0643318031354975
CDC42,-0.5536679536679536,0,0.0329456325664817
CHLSN,0.5346938775510204,,0.0
SFPQ,-0.899834528405957,,0.0
GABRA6,0.3678985107556536,,0.0
KCNIP3,0.4518477661334803,,0.0
FKBP4,-0.3892995035852179,,0.0
TDO2,0.2376172090457804,,0.0171859540332906
SPHK2,-0.0602316602316602,,0.0
RIPOR1,-0.556977385548814,,0.0
PDIK1L,-0.6271373414230557,,0.0
DCN,-0.3021511307225593,,0.014015950419392
TRPA1,0.1728626585769443,1,0.0
RAB12,0.3612796469939328,,0.0
MGLL,-0.6880308880308881,1,0.0193298352781596
IFNK,0.763265306122449,,0.0
CPSF4,-0.7094318808604523,,0.0
RTN3,-0.4204081632653061,,0.038230665375423
MRTFA,-0.8065085493656923,,0.0
ATN1,-0.8441257584114727,,0.0
NPC1,-0.4707115278543849,0,0.0
CHEK1,-0.2369553226696084,1,0.0
C4A,-0.364258135686707,,0.0
RAB10,-0.6636514065085494,,0.0
SLC2A3,-0.5035852178709321,,0.0
CXCL1,0.3956977385548814,,0.0
STMN2,-0.9231108659680088,,0.0559108264390727
MYC,-0.9873138444567016,,0.0
PON1,0.3319360176503034,,0.0
SCN1A,-0.9952564809707668,1,0.0117379215478366
ITSN1,-0.8830667402095973,,0.0413982876002028
C2CD3,-0.5221180364037508,,0.0
SH2D4B,0.0997242140099283,,0.0
PITRM1,0.049862107004964,,0.0653853961295859
IRF7,0.8286817429674573,,0.0
DLX3,-0.6216216216216216,,0.0
PM20D1,0.356646442360728,,0.0
USP25,-0.5258687258687258,,0.0360407469292651
NAV3,-0.7655819084390513,,0.0516252555055684
CLEC7A,0.6501930501930502,,0.0
CCN2,0.1501378929950358,,0.0
CISH,-0.0219525648097076,,0.0
NR3C2,-0.9105350248207392,1,0.0
PCYT1A,-0.0605626034197462,,0.0
CPOX,-0.2868174296745726,,0.0
COX8A,0.9499172642029784,,0.0
ACTG2,-0.5366795366795367,1,0.0
GABRB2,-0.7652509652509653,,0.0182324156044946
SLC8B1,0.0552675124103696,,0.0
KCNA3,-0.3206839492553778,1,0.0
KLF16,0.9549917264202978,,0.0
TMEM245,-0.0945394373965802,,0.0
PINK1,0.5263099834528406,,0.0229815231626661
AICDA,0.306784335355764,,0.0
JUP,-0.6507446221731936,,0.0
CLDN8,0.8963044677330392,,0.0
UCP2,0.2789851075565361,,0.0
DLAT,-0.3534473248758962,,0.0
CD81,-0.4326530612244897,,0.0
VIP,0.6615554329840043,,0.0
HSPB3,0.6335355763927193,,0.0199199874969885
APOD,0.6364037506894649,,0.0
CCL24,0.3092112520683949,,0.0
OR4S1,0.9543298400441258,,0.0
HOMER1,-0.9651406508549366,,0.0
P2RY1,-0.0628792057363486,1,0.0580889935252597
DEFB4A,0.8816326530612244,,0.0
COPS5,-0.9455046883618312,,0.0764639020623069
BHLHE40,-0.9448428019856592,,0.0456076688114632
GLOD4,0.8724765581908438,,0.0652374294657564
AZU1,0.8101489244346387,,0.0
SCRN1,-0.5395477109762824,,0.0356436512221875
CFL2,-0.1004964147821291,,0.0460133567326962
CD59,0.4859349145063432,,0.029253127425201
DEFB4B,0.0,,0.0
ELK1,0.0,,0.0
TNFRSF10B,0.1945945945945946,,0.0718850606369288
APOC2,0.1564258135686707,,0.0
TMEM167A,0.7374517374517375,,0.0
KDM1A,-0.5209045780474352,1,0.0382693918051604
HSPB2,0.7338113623827909,,0.0
JAG1,-0.9500275785990072,,0.0625500213240412
PDIA5,-0.1227799227799227,,0.0
ADRA1D,0.8319911748483177,1,0.0
IFNB1,0.0,,0.0
PTPRG,-0.4179812465526751,,0.0
ENSG00000285043,0.0,,0.0
TNFSF12,0.0045228902371758,,0.0
ITGAE,-0.0403750689464975,,0.0268095915443118
CNTN2,-0.6416988416988417,,0.0
SIRPA,-0.8789851075565361,,0.0345051111307457
THOP1,-0.1599558742415885,,0.0
SLC25A30,0.1981246552675124,,0.0
TIMP3,-0.4903474903474903,,0.0
GABRE,0.0,,0.0
RGS2,0.2332046332046331,,0.0241133426044826
HDAC4,-0.961169332597904,,0.0
CGAS,0.7034749034749035,0,0.0
FOXQ1,0.9669056811913954,,0.018593648462669
IGFBP2,0.0186431329288472,,0.0
RBPMS,-0.3922779922779923,,0.0330161620642103
GSAP,0.3887479316050743,,0.012667111222886
CSTB,0.7832322118036403,,0.0
PGF,-0.314396028681743,,0.0412773992596896
GRB2,-0.946276889134032,,0.0
GPR3,0.6099282956425813,,0.0
USP12,-0.5680088251516823,,0.0
IGFBP7,0.8551571980143409,,0.1631628046286786
CD47,-0.4034197462768891,,0.0254936827392368
TRPC3,-0.3648097076668505,,0.0
MTA2,-0.8471042471042471,,0.0
SMYD1,0.3260893546607832,,0.0
ACTG1,-0.5479316050744623,,0.0389972879683451
SMN1,0.2693877551020407,0,0.0
PTK2,-0.7963596249310535,1,0.0
NR2C2,-0.9773855488141202,,0.0
IRF1,-0.6538334252619966,,0.0
DKK2,-0.5428571428571429,,0.0
MID1,0.0,,0.0
IL5,0.1768339768339768,,0.0
ABCA2,-0.7558742415885273,,0.0
CXCR2,0.3233314947600663,,0.0
CRLF2,0.0,,0.0
NUP214,-0.7334804191947049,,0.0
TNFRSF4,0.6782129067843354,,0.0
S100A7,0.7842250413678986,,0.0
TNFRSF9,-0.1343629343629343,,0.0
ABCB6,0.025261996690568,,0.0
SFXN1,0.1591836734693876,,0.0
HNRNPA1,-0.8403750689464975,,0.0
ENO2,-0.642250413678985,,0.0696801027826799
ACAN,-0.8179812465526751,,0.0
CXCL13,-0.3227799227799227,,0.0
ALOX5,-0.0626585769442912,0,0.0
BGLAP,0.8436845008273579,,0.0
SCN2A,-0.9755102040816328,1,0.0404157635312317
NDUFAF6,0.7237727523441808,,0.0107013168562652
TBK1,-0.6825151682294539,1,0.0
ATAD1,-0.6826254826254826,,0.0373628229318933
IL3,0.6302261445118589,,0.0
ADH1B,0.0798676227247656,,0.0
UNC13A,-0.8077220077220078,,0.0610305727856369
