id_farmaco,nombre,ic50_nm,pchembl,año,smiles,descripcion_ensayo,nivel_potencia
CHEMBL184574,DEMETHYLBELLIDIFOLIN,5300.0,5.28,2018,O=c1c2c(O)cc(O)cc2oc2c(O)ccc(O)c12,Inhibition of alpha-glucosidase (unknown origin) using PNPG as substrate preincubated for 15 mins followed by substrate addition and measured after 30 mins by spectrophotometric assay,Media
CHEMBL3093493,Sin nombre comercial,77400.0,4.11,2018,COc1cc(O)c2c(=O)c3c(OC)c(O)ccc3oc2c1OC,Inhibition of alpha-glucosidase (unknown origin) using PNPG as substrate preincubated for 15 mins followed by substrate addition and measured after 30 mins by spectrophotometric assay,Baja
CHEMBL2409395,Sin nombre comercial,75800.0,4.12,2018,COc1cc(O)c2c(=O)c3c(O)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)ccc3oc2c1,Inhibition of alpha-glucosidase (unknown origin) using PNPG as substrate preincubated for 15 mins followed by substrate addition and measured after 30 mins by spectrophotometric assay,Baja
CHEMBL512072,NORSWERTIANOLIN,500000.0,,2018,O=c1c2c(O)cc(O)cc2oc2c(O)ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c12,Inhibition of alpha-glucosidase (unknown origin) using PNPG as substrate preincubated for 15 mins followed by substrate addition and measured after 30 mins by spectrophotometric assay,Baja
CHEMBL5271324,Sin nombre comercial,31100.0,4.51,2018,COc1cc(O)c2c(=O)c3c(O)c(O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)ccc3oc2c1,Inhibition of alpha-glucosidase (unknown origin) using PNPG as substrate preincubated for 15 mins followed by substrate addition and measured after 30 mins by spectrophotometric assay,Baja
CHEMBL5267559,Sin nombre comercial,140400.0,,2018,O=c1c2c(O)c(O)ccc2oc2cc(O)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,Inhibition of alpha-glucosidase (unknown origin) using PNPG as substrate preincubated for 15 mins followed by substrate addition and measured after 30 mins by spectrophotometric assay,Baja
CHEMBL404271,ACARBOSE,39800.0,4.4,2018,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,Inhibition of alpha-glucosidase (unknown origin) using PNPG as substrate preincubated for 15 mins followed by substrate addition by spectrophotometric assay,Baja
CHEMBL4856778,Sin nombre comercial,13300.0,4.88,2018,O=c1c2cc(O)c(O)cc2oc2cc(O)c([C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)c(O)c12,Inhibition of alpha-glucosidase (unknown origin) using PNPG as substrate preincubated for 15 mins followed by substrate addition by spectrophotometric assay,Baja
CHEMBL5282121,Sin nombre comercial,71600.0,4.14,2018,COc1ccc2oc3cc(O)cc(O)c3c(=O)c2c1O,Inhibition of alpha-glucosidase (unknown origin) using PNPG as substrate preincubated for 15 mins followed by substrate addition by spectrophotometric assay,Baja
CHEMBL5287329,Sin nombre comercial,18300.0,4.74,2018,COc1ccc2oc3cc(O)cc(O)c3c(=O)c2c1OC,Inhibition of alpha-glucosidase (unknown origin) using PNPG as substrate preincubated for 15 mins followed by substrate addition by spectrophotometric assay,Baja
CHEMBL187043,Sin nombre comercial,7300.0,5.14,2018,O=c1c2c(O)cc(O)cc2oc2ccc(O)c(O)c12,Inhibition of alpha-glucosidase (unknown origin) using PNPG as substrate preincubated for 15 mins followed by substrate addition by spectrophotometric assay,Media
CHEMBL5287286,Sin nombre comercial,87600.0,4.06,2018,COc1cc(O[C@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]2O)c2c(=O)c3ccc(O)c(OC)c3oc2c1,Inhibition of alpha-glucosidase (unknown origin) using PNPG as substrate preincubated for 15 mins followed by substrate addition by spectrophotometric assay,Baja
CHEMBL5287620,Sin nombre comercial,134500.0,,2018,COc1cc(O)c2c(=O)c3c(O)c(O[C@H]4O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]4O)ccc3oc2c1OC,Inhibition of alpha-glucosidase (unknown origin) using PNPG as substrate preincubated for 15 mins followed by substrate addition by spectrophotometric assay,Baja
CHEMBL5266980,Sin nombre comercial,395000.0,,2018,COc1cc(O)c2c(=O)c3c(O)c(O[C@H]4O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]4O)ccc3oc2c1,Inhibition of alpha-glucosidase (unknown origin) using PNPG as substrate preincubated for 15 mins followed by substrate addition by spectrophotometric assay,Baja
CHEMBL5290427,Sin nombre comercial,114800.0,,2018,COc1cc(O)c2c(=O)c3cc(O[C@H]4O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]4O)ccc3oc2c1OC,Inhibition of alpha-glucosidase (unknown origin) using PNPG as substrate preincubated for 15 mins followed by substrate addition by spectrophotometric assay,Baja
CHEMBL5270478,Sin nombre comercial,20200.0,4.7,2018,COc1cc(O)c2c(=O)c3c(OC)cc(O)cc3oc2c1OC,Inhibition of alpha-glucosidase (unknown origin) using PNPG as substrate preincubated for 15 mins followed by substrate addition by spectrophotometric assay,Baja
CHEMBL3704820,Sin nombre comercial,108200.0,,2018,COc1cc(O)c2c(=O)c3c(O)c(OC)ccc3oc2c1,Inhibition of alpha-glucosidase (unknown origin) using PNPG as substrate preincubated for 15 mins followed by substrate addition by spectrophotometric assay,Baja
CHEMBL26323,DECUSSATIN,142200.0,,2018,COc1cc(O)c2c(=O)c3c(OC)c(OC)ccc3oc2c1,Inhibition of alpha-glucosidase (unknown origin) using PNPG as substrate preincubated for 15 mins followed by substrate addition by spectrophotometric assay,Baja
CHEMBL184574,DEMETHYLBELLIDIFOLIN,5200.0,5.28,2018,O=c1c2c(O)cc(O)cc2oc2c(O)ccc(O)c12,Inhibition of alpha-glucosidase (unknown origin) using PNPG as substrate preincubated for 15 mins followed by substrate addition by spectrophotometric assay,Media
CHEMBL5271324,Sin nombre comercial,31600.0,4.5,2018,COc1cc(O)c2c(=O)c3c(O)c(O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)ccc3oc2c1,Inhibition of alpha-glucosidase (unknown origin) using PNPG as substrate preincubated for 15 mins followed by substrate addition by spectrophotometric assay,Baja
CHEMBL219553,GIGANTOL,103100.0,,2020,COc1cc(O)cc(CCc2ccc(O)c(OC)c2)c1,Inhibition of alpha-glucosidase (unknown origin),Baja
CHEMBL450788,BATATASIN III,148800.0,,2020,COc1cc(O)cc(CCc2cccc(O)c2)c1,Inhibition of alpha-glucosidase (unknown origin),Baja
CHEMBL5282250,Sin nombre comercial,199500.0,,2020,COc1ccc(CCc2cc(O)c(O)c(OC)c2)cc1,Inhibition of alpha-glucosidase (unknown origin) by HPLC analysis,Baja
CHEMBL5281130,Sin nombre comercial,9460000.0,,2020,COc1cc([C@@H]2Oc3cc(CCc4ccc(O)cc4)cc(OC)c3O[C@H]2CO)cc(OC)c1O,Inhibition of alpha-glucosidase (unknown origin) by HPLC analysis,Baja
CHEMBL5266364,Sin nombre comercial,213900.0,,2020,COc1cc(CCc2cccc(O)c2)cc(O)c1O,Inhibition of alpha-glucosidase (unknown origin) by HPLC analysis,Baja
CHEMBL404271,ACARBOSE,763500.0,,2020,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,Inhibition of alpha-glucosidase (unknown origin) by HPLC analysis,Baja
CHEMBL404271,ACARBOSE,750000.0,,2023,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl glucopyranoside as substrate preincubated for 10 mins followed by substrate addition and measured after 20 mins by spectrophotometer assay,Baja
CHEMBL5271893,Sin nombre comercial,5400.0,5.27,2023,COc1cc(C2Nc3ccccc3C(=O)N2Nc2ccccc2)ccc1OCc1cn(CC(=O)NCc2ccc(C)cc2)nn1,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl glucopyranoside as substrate preincubated for 10 mins followed by substrate addition and measured after 20 mins by spectrophotometer assay,Media
CHEMBL5277262,Sin nombre comercial,11600.0,4.94,2023,COc1cc(C2Nc3ccccc3C(=O)N2Nc2ccccc2)ccc1OCc1cn(CC(=O)NCc2ccccc2)nn1,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl glucopyranoside as substrate preincubated for 10 mins followed by substrate addition and measured after 20 mins by spectrophotometer assay,Baja
CHEMBL5281806,Sin nombre comercial,6000.0,5.22,2023,COc1cc(C2Nc3ccccc3C(=O)N2Nc2ccccc2)ccc1OCc1cn(CC(=O)Nc2ccc([N+](=O)[O-])cc2)nn1,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl glucopyranoside as substrate preincubated for 10 mins followed by substrate addition and measured after 20 mins by spectrophotometer assay,Media
CHEMBL5266791,Sin nombre comercial,140200.0,,2023,COc1cc(C2Nc3ccccc3C(=O)N2Nc2ccccc2)ccc1OCc1cn(CC(=O)Nc2ccc(Br)cc2)nn1,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl glucopyranoside as substrate preincubated for 10 mins followed by substrate addition and measured after 20 mins by spectrophotometer assay,Baja
CHEMBL5282594,Sin nombre comercial,6700.0,5.17,2023,COc1cc(C2Nc3ccccc3C(=O)N2Nc2ccccc2)ccc1OCc1cn(CC(=O)Nc2ccc(Cl)cc2)nn1,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl glucopyranoside as substrate preincubated for 10 mins followed by substrate addition and measured after 20 mins by spectrophotometer assay,Media
CHEMBL5268812,Sin nombre comercial,5000.0,5.3,2023,COc1ccc(NC(=O)Cn2cc(COc3ccc(C4Nc5ccccc5C(=O)N4Nc4ccccc4)cc3OC)nn2)cc1,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl glucopyranoside as substrate preincubated for 10 mins followed by substrate addition and measured after 20 mins by spectrophotometer assay,Media
CHEMBL5277625,Sin nombre comercial,7200.0,5.14,2023,CCc1ccc(NC(=O)Cn2cc(COc3ccc(C4Nc5ccccc5C(=O)N4Nc4ccccc4)cc3OC)nn2)cc1,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl glucopyranoside as substrate preincubated for 10 mins followed by substrate addition and measured after 20 mins by spectrophotometer assay,Media
CHEMBL5287920,Sin nombre comercial,10600.0,4.97,2023,COc1cc(C2Nc3ccccc3C(=O)N2Nc2ccccc2)ccc1OCc1cn(CC(=O)Nc2ccc(C)cc2C)nn1,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl glucopyranoside as substrate preincubated for 10 mins followed by substrate addition and measured after 20 mins by spectrophotometer assay,Baja
CHEMBL5287798,Sin nombre comercial,13000.0,4.89,2023,COc1cc(C2Nc3ccccc3C(=O)N2Nc2ccccc2)ccc1OCc1cn(CC(=O)Nc2ccc(C)cc2)nn1,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl glucopyranoside as substrate preincubated for 10 mins followed by substrate addition and measured after 20 mins by spectrophotometer assay,Baja
CHEMBL5275387,Sin nombre comercial,11700.0,4.93,2023,COc1cc(C2Nc3ccccc3C(=O)N2Nc2ccccc2)ccc1OCc1cn(CC(=O)Nc2ccccc2)nn1,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl glucopyranoside as substrate preincubated for 10 mins followed by substrate addition and measured after 20 mins by spectrophotometer assay,Baja
CHEMBL5268702,Sin nombre comercial,8300.0,5.08,2023,Cc1ccc(CNC(=O)Cn2cc(COc3ccc(C4Nc5ccccc5C(=O)N4Nc4ccccc4)cc3)nn2)cc1,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl glucopyranoside as substrate preincubated for 10 mins followed by substrate addition and measured after 20 mins by spectrophotometer assay,Media
CHEMBL5286942,Sin nombre comercial,12000.0,4.92,2023,O=C(Cn1cc(COc2ccc(C3Nc4ccccc4C(=O)N3Nc3ccccc3)cc2)nn1)NCc1ccccc1,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl glucopyranoside as substrate preincubated for 10 mins followed by substrate addition and measured after 20 mins by spectrophotometer assay,Baja
CHEMBL5279383,Sin nombre comercial,12000.0,4.92,2023,O=C(Cn1cc(COc2ccc(C3Nc4ccccc4C(=O)N3Nc3ccccc3)cc2)nn1)Nc1ccc([N+](=O)[O-])cc1,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl glucopyranoside as substrate preincubated for 10 mins followed by substrate addition and measured after 20 mins by spectrophotometer assay,Baja
CHEMBL5283167,Sin nombre comercial,8000.0,5.1,2023,O=C(Cn1cc(COc2ccc(C3Nc4ccccc4C(=O)N3Nc3ccccc3)cc2)nn1)Nc1ccc(Br)cc1,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl glucopyranoside as substrate preincubated for 10 mins followed by substrate addition and measured after 20 mins by spectrophotometer assay,Media
CHEMBL5280846,Sin nombre comercial,15300.0,4.82,2023,O=C(Cn1cc(COc2ccc(C3Nc4ccccc4C(=O)N3Nc3ccccc3)cc2)nn1)Nc1ccc(Cl)cc1,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl glucopyranoside as substrate preincubated for 10 mins followed by substrate addition and measured after 20 mins by spectrophotometer assay,Baja
CHEMBL5277603,Sin nombre comercial,42600.0,4.37,2023,COc1ccc(NC(=O)Cn2cc(COc3ccc(C4Nc5ccccc5C(=O)N4Nc4ccccc4)cc3)nn2)cc1,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl glucopyranoside as substrate preincubated for 10 mins followed by substrate addition and measured after 20 mins by spectrophotometer assay,Baja
CHEMBL5287039,Sin nombre comercial,14700.0,4.83,2023,CCc1ccc(NC(=O)Cn2cc(COc3ccc(C4Nc5ccccc5C(=O)N4Nc4ccccc4)cc3)nn2)cc1,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl glucopyranoside as substrate preincubated for 10 mins followed by substrate addition and measured after 20 mins by spectrophotometer assay,Baja
CHEMBL5279273,Sin nombre comercial,4800.0,5.32,2023,Cc1ccc(NC(=O)Cn2cc(COc3ccc(C4Nc5ccccc5C(=O)N4Nc4ccccc4)cc3)nn2)c(C)c1,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl glucopyranoside as substrate preincubated for 10 mins followed by substrate addition and measured after 20 mins by spectrophotometer assay,Media
CHEMBL5271794,Sin nombre comercial,95600.0,4.02,2023,Cc1ccc(NC(=O)Cn2cc(COc3ccc(C4Nc5ccccc5C(=O)N4Nc4ccccc4)cc3)nn2)cc1,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl glucopyranoside as substrate preincubated for 10 mins followed by substrate addition and measured after 20 mins by spectrophotometer assay,Baja
CHEMBL5278958,Sin nombre comercial,16600.0,4.78,2023,O=C(Cn1cc(COc2ccc(C3Nc4ccccc4C(=O)N3Nc3ccccc3)cc2)nn1)Nc1ccccc1,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl glucopyranoside as substrate preincubated for 10 mins followed by substrate addition and measured after 20 mins by spectrophotometer assay,Baja
CHEMBL5270724,Sin nombre comercial,6310.0,5.2,2023,COc1ccc(-c2ncc(NC(=O)Cn3cc(COc4ccc(-c5nc6ccccc6[nH]5)cc4)nn3)s2)cc1,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl glucopyranoside as substrate preincubated for 10 mins followed by substrate addition and measured after 20 mins by spectrophotometer assay,Media
CHEMBL5277400,Sin nombre comercial,25200.0,4.6,2023,CCc1ccc(NC(=O)Cn2cc(COc3ccc(-c4nc5ccccc5[nH]4)cc3)nn2)cc1,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl glucopyranoside as substrate preincubated for 10 mins followed by substrate addition and measured after 20 mins by spectrophotometer assay,Baja
CHEMBL404271,ACARBOSE,26100.0,4.58,2023,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,Inhibition of alpha-glucosidase (unknown origin),Baja
CHEMBL4128298,Sin nombre comercial,7300.0,5.14,2023,O=C(Cn1c(Cc2ccc(Br)cc2)nc2ccccc2c1=O)NNC(=O)c1cc2ccccc2oc1=O,Inhibition of alpha-glucosidase (unknown origin),Media
CHEMBL30707,COUMESTROL,6000.0,5.22,2017,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12,Inhibition of Alpha-glucosidase (unknown origin),Media
CHEMBL5279690,Sin nombre comercial,128100.0,,2017,COc1ccc2c(c1)OC[C@H]1c3ccc(OC)c(O)c3O[C@@H]21,Inhibition of Alpha-glucosidase (unknown origin),Baja
CHEMBL5269655,Sin nombre comercial,174200.0,,2017,COc1ccc2c(c1OC)O[C@H]1c3ccc(O)cc3OC[C@@H]21,Inhibition of Alpha-glucosidase (unknown origin),Baja
CHEMBL5290636,Sin nombre comercial,6000.0,5.22,2017,CC1(C)C=Cc2c(ccc3c2OC2c4ccc(O)cc4OCC32)O1,Inhibition of human Alpha-glucosidase,Media
CHEMBL3264731,Sin nombre comercial,27070.0,4.57,2017,O=c1oc2ccc(Cl)cc2c(O)c1C(c1cccc([N+](=O)[O-])c1)c1c(O)c2cc(Cl)ccc2oc1=O,Inhibition of alpha-glucosidase (unknown origin),Baja
CHEMBL3264730,Sin nombre comercial,16540.0,4.78,2017,O=c1oc2ccc(Cl)cc2c(O)c1C(c1ccc(Cl)cc1Cl)c1c(O)c2cc(Cl)ccc2oc1=O,Inhibition of alpha-glucosidase (unknown origin),Baja
CHEMBL404271,ACARBOSE,906000.0,,2017,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,Inhibition of alpha-glucosidase (unknown origin),Baja
CHEMBL3264720,Sin nombre comercial,385990.0,,2017,COc1cc(C(c2c(O)c3cc(C)ccc3oc2=O)c2c(O)c3cc(C)ccc3oc2=O)cc(OC)c1OC,Inhibition of alpha-glucosidase (unknown origin),Baja
CHEMBL3264733,Sin nombre comercial,221060.0,,2017,CCOc1cc(C(c2c(O)c3cc(C)ccc3oc2=O)c2c(O)c3cc(C)ccc3oc2=O)ccc1O,Inhibition of alpha-glucosidase (unknown origin),Baja
CHEMBL3264735,Sin nombre comercial,106630.0,,2017,COc1ccc(C(c2c(O)c3cc(C)ccc3oc2=O)c2c(O)c3cc(C)ccc3oc2=O)cc1,Inhibition of alpha-glucosidase (unknown origin),Baja
CHEMBL3264726,Sin nombre comercial,113050.0,,2017,COc1ccc(C(c2c(O)c3cc(Cl)ccc3oc2=O)c2c(O)c3cc(Cl)ccc3oc2=O)cc1O,Inhibition of alpha-glucosidase (unknown origin),Baja
CHEMBL3264725,Sin nombre comercial,84060.0,4.08,2017,O=c1oc2ccc(Cl)cc2c(O)c1C(c1cccc(O)c1)c1c(O)c2cc(Cl)ccc2oc1=O,Inhibition of alpha-glucosidase (unknown origin),Baja
CHEMBL3264724,Sin nombre comercial,83640.0,4.08,2017,COc1cc(C(c2c(O)c3cc(Cl)ccc3oc2=O)c2c(O)c3cc(Cl)ccc3oc2=O)ccc1O,Inhibition of alpha-glucosidase (unknown origin),Baja
CHEMBL3264727,Sin nombre comercial,57140.0,4.24,2017,CCOc1cc(C(c2c(O)c3cc(Cl)ccc3oc2=O)c2c(O)c3cc(Cl)ccc3oc2=O)ccc1O,Inhibition of alpha-glucosidase (unknown origin),Baja
CHEMBL3264728,Sin nombre comercial,128140.0,,2017,COc1cc(C(c2c(O)c3cc(Cl)ccc3oc2=O)c2c(O)c3cc(Cl)ccc3oc2=O)cc(OC)c1OC,Inhibition of alpha-glucosidase (unknown origin),Baja
CHEMBL3264729,Sin nombre comercial,91360.0,4.04,2017,COc1ccc(C(c2c(O)c3cc(Cl)ccc3oc2=O)c2c(O)c3cc(Cl)ccc3oc2=O)cc1OC,Inhibition of alpha-glucosidase (unknown origin),Baja
CHEMBL5559448,Sin nombre comercial,691.0,6.16,2024,NS(=O)(=O)c1ccc(/N=C2\NC(=O)/C(=C\c3ccccc3)S2)cc1,Inhibition of alpha-glucosidase (unknown origin) using p-NPG as substrate preincubated with compound followed by substrate addition by absorbance based analysis,Media
CHEMBL5512544,Sin nombre comercial,475.0,6.32,2024,COc1ccc(/C=C2/S/C(=N/c3ccc(S(N)(=O)=O)cc3)NC2=O)cc1,Inhibition of alpha-glucosidase (unknown origin) using p-NPG as substrate preincubated with compound followed by substrate addition by absorbance based analysis,Media
CHEMBL5532288,Sin nombre comercial,1646.0,5.78,2024,NS(=O)(=O)c1ccc(/N=C2\NC(=O)/C(=C\c3ccc(Cl)cc3)S2)cc1,Inhibition of alpha-glucosidase (unknown origin) using p-NPG as substrate preincubated with compound followed by substrate addition by absorbance based analysis,Media
CHEMBL5555209,Sin nombre comercial,440.0,6.36,2024,NS(=O)(=O)c1ccc(/N=C2\NC(=O)/C(=C\c3ccc(F)cc3)S2)cc1,Inhibition of alpha-glucosidase (unknown origin) using p-NPG as substrate preincubated with compound followed by substrate addition by absorbance based analysis,Media
CHEMBL5556832,Sin nombre comercial,346.0,6.46,2024,CN1C(=O)/C(=C\c2ccccc2)S/C1=N/c1ccc(S(N)(=O)=O)cc1,Inhibition of alpha-glucosidase (unknown origin) using p-NPG as substrate preincubated with compound followed by substrate addition by absorbance based analysis,Media
CHEMBL5517809,Sin nombre comercial,3346.0,5.47,2024,COc1ccc(/C=C2/S/C(=N/c3ccc(S(N)(=O)=O)cc3)N(C)C2=O)cc1,Inhibition of alpha-glucosidase (unknown origin) using p-NPG as substrate preincubated with compound followed by substrate addition by absorbance based analysis,Media
CHEMBL5555959,Sin nombre comercial,1387.0,5.86,2024,CN1C(=O)/C(=C\c2ccc(Cl)cc2)S/C1=N/c1ccc(S(N)(=O)=O)cc1,Inhibition of alpha-glucosidase (unknown origin) using p-NPG as substrate preincubated with compound followed by substrate addition by absorbance based analysis,Media
CHEMBL5558583,Sin nombre comercial,860.0,6.07,2024,CN1C(=O)/C(=C\c2ccc(F)cc2)S/C1=N/c1ccc(S(N)(=O)=O)cc1,Inhibition of alpha-glucosidase (unknown origin) using p-NPG as substrate preincubated with compound followed by substrate addition by absorbance based analysis,Media
CHEMBL5549876,Sin nombre comercial,2025.0,5.69,2024,CCN1C(=O)/C(=C\c2ccccc2)S/C1=N/c1ccc(S(N)(=O)=O)cc1,Inhibition of alpha-glucosidase (unknown origin) using p-NPG as substrate preincubated with compound followed by substrate addition by absorbance based analysis,Media
CHEMBL5527910,Sin nombre comercial,1085.0,5.96,2024,CCN1C(=O)/C(=C\c2ccc(OC)cc2)S/C1=N/c1ccc(S(N)(=O)=O)cc1,Inhibition of alpha-glucosidase (unknown origin) using p-NPG as substrate preincubated with compound followed by substrate addition by absorbance based analysis,Media
CHEMBL5505787,Sin nombre comercial,447.0,6.35,2024,CCN1C(=O)/C(=C\c2ccc(Cl)cc2)S/C1=N/c1ccc(S(N)(=O)=O)cc1,Inhibition of alpha-glucosidase (unknown origin) using p-NPG as substrate preincubated with compound followed by substrate addition by absorbance based analysis,Media
CHEMBL5556926,Sin nombre comercial,1276.0,5.89,2024,CCN1C(=O)/C(=C\c2ccc(F)cc2)S/C1=N/c1ccc(S(N)(=O)=O)cc1,Inhibition of alpha-glucosidase (unknown origin) using p-NPG as substrate preincubated with compound followed by substrate addition by absorbance based analysis,Media
CHEMBL5523415,Sin nombre comercial,1833.0,5.74,2024,NS(=O)(=O)c1ccc(/N=C2\NC(=O)/C(=C3\C(=O)Nc4ccccc43)S2)cc1,Inhibition of alpha-glucosidase (unknown origin) using p-NPG as substrate preincubated with compound followed by substrate addition by absorbance based analysis,Media
CHEMBL5555863,Sin nombre comercial,599.0,6.22,2024,CN1C(=O)/C(=C2\C(=O)Nc3ccccc32)S/C1=N/c1ccc(S(N)(=O)=O)cc1,Inhibition of alpha-glucosidase (unknown origin) using p-NPG as substrate preincubated with compound followed by substrate addition by absorbance based analysis,Media
CHEMBL5555903,Sin nombre comercial,978.0,6.01,2024,CCN1C(=O)/C(=C2\C(=O)Nc3ccccc32)S/C1=N/c1ccc(S(N)(=O)=O)cc1,Inhibition of alpha-glucosidase (unknown origin) using p-NPG as substrate preincubated with compound followed by substrate addition by absorbance based analysis,Media
CHEMBL404271,ACARBOSE,421.0,6.38,2024,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,Inhibition of alpha-glucosidase (unknown origin) using p-NPG as substrate preincubated with compound followed by substrate addition by absorbance based analysis,Media
CHEMBL5558505,Sin nombre comercial,420.0,6.38,2024,Cc1ccc(S(=O)(=O)Oc2ccc(/C=N/N=C3/NC(=O)CS3)cc2)cc1,Inhibition of alpha-glucosidase (unknown origin),Media
CHEMBL5557090,Sin nombre comercial,3200.0,5.5,2024,O=C1N/C(=N\c2nccs2)S/C1=C\c1cc(C(F)(F)F)c2scnc2c1O,Inhibition of alpha-glucosidase (unknown origin),Media
CHEMBL5556230,Sin nombre comercial,9800.0,5.01,2024,Cc1ccc(N2C(=O)CS/C2=N\N=C(\CSc2nc3ccccc3[nH]2)c2ccc(Cl)cc2)cc1,Inhibition of alpha-glucosidase (unknown origin),Media
CHEMBL5517665,Sin nombre comercial,5900.0,5.23,2024,O=C1CSC(c2ccc([N+](=O)[O-])cc2)N1Cc1ccc2c(c1)OCO2,Inhibition of alpha-glucosidase (unknown origin),Media
CHEMBL2315734,Sin nombre comercial,2400.0,5.62,2024,O=C1N/C(=N\c2nccs2)S/C1=C\c1ccc(F)cc1,Inhibition of alpha-glucosidase (unknown origin),Media
CHEMBL5395316,Sin nombre comercial,48650.0,4.31,2024,COc1ccc(-c2[nH]c3c(c2CC#N)c(=O)oc2ccccc23)cc1,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-D-glucopyranoside as substrate,Baja
CHEMBL5560020,Sin nombre comercial,16430.0,4.78,2024,O=C1Nc2ccccc2/C1=N/N=C/c1ccc(OCc2cn(Cc3ccccc3F)nn2)cc1,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-D-glucopyranoside as substrate,Baja
CHEMBL5555649,Sin nombre comercial,20.0,7.7,2024,O=C(N/N=C/c1ccccc1)c1ccc(OCc2cn(Cc3ccccc3)nn2)cc1,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-D-glucopyranoside as substrate,Muy Alta
