id_farmaco,nombre,ic50_nm,pchembl,año,smiles,descripcion_ensayo,nivel_potencia
CHEMBL5430942,Sin nombre comercial,6310.0,5.2,2024,COc1cc(-c2nc3ccccc3[nH]2)ccc1OCc1cn(CC(=O)Nc2cnc(-c3ccccc3)s2)nn1,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-D-glucopyranoside as substrate preincubated for 10 mins followed by substrate addition and measured after 20 mins by spectrophotometer,Media
CHEMBL389656,Sin nombre comercial,74320.0,4.13,2024,Oc1ccccc1-c1nc(-c2ccccc2)c(-c2ccccc2)[nH]1,Inhibition of alpha-glucosidase (unknown origin),Baja
CHEMBL14474,QUINOLINE,622400.0,,2024,c1ccc2ncccc2c1,Inhibition of alpha-glucosidase (unknown origin),Baja
CHEMBL1160559,QUINALDIC ACID,53600.0,4.27,2024,O=C(O)c1ccc2ccccc2n1,Inhibition of alpha-glucosidase (unknown origin),Baja
CHEMBL275098,Sin nombre comercial,63000.0,4.2,2024,O=C(O)c1cnc2ccccc2c1,Inhibition of alpha-glucosidase (unknown origin),Baja
CHEMBL5566368,Sin nombre comercial,70100.0,4.15,2024,CCOC(=O)c1c(SCC(=O)Nc2ccccc2)nnc(-c2ccccc2)c1-c1ccccc1,Inhibition of alpha-glucosidase (unknown origin),Baja
CHEMBL5590239,Sin nombre comercial,11020.0,4.96,2024,O=C(NNC(=S)Nc1ccccc1)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Baja
CHEMBL5592521,Sin nombre comercial,9800.0,5.01,2024,O=C(NNC(=S)Nc1ccccc1F)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Media
CHEMBL5594219,Sin nombre comercial,5260.0,5.28,2024,O=C(NNC(=S)Nc1cccc(F)c1)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Media
CHEMBL5594736,Sin nombre comercial,9240.0,5.03,2024,O=C(NNC(=S)Nc1ccc(F)cc1)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Media
CHEMBL5591690,Sin nombre comercial,8470.0,5.07,2024,O=C(NNC(=S)Nc1ccccc1Cl)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Media
CHEMBL5592850,Sin nombre comercial,6690.0,5.17,2024,O=C(NNC(=S)Nc1cccc(Cl)c1)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Media
CHEMBL5595989,Sin nombre comercial,6260.0,5.2,2024,O=C(NNC(=S)Nc1ccc(Cl)cc1)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Media
CHEMBL5584200,Sin nombre comercial,9410.0,5.03,2024,O=C(NNC(=S)Nc1ccccc1Br)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Media
CHEMBL5591376,Sin nombre comercial,4170.0,5.38,2024,O=C(NNC(=S)Nc1cccc(Br)c1)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Media
CHEMBL5594910,Sin nombre comercial,3210.0,5.49,2024,O=C(NNC(=S)Nc1ccc(Br)cc1)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Media
CHEMBL5595852,Sin nombre comercial,12400.0,4.91,2024,Cc1ccccc1NC(=S)NNC(=O)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Baja
CHEMBL5595782,Sin nombre comercial,6040.0,5.22,2024,Cc1cccc(NC(=S)NNC(=O)c2cc3c([nH]c4ccccc43)c(-c3ccccc3)n2)c1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Media
CHEMBL5590445,Sin nombre comercial,6550.0,5.18,2024,Cc1ccc(NC(=S)NNC(=O)c2cc3c([nH]c4ccccc43)c(-c3ccccc3)n2)cc1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Media
CHEMBL5592894,Sin nombre comercial,5240.0,5.28,2024,O=C(NNC(=S)Nc1ccccc1C(F)(F)F)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Media
CHEMBL5594439,Sin nombre comercial,3990.0,5.4,2024,O=C(NNC(=S)Nc1cccc(C(F)(F)F)c1)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Media
CHEMBL5594432,Sin nombre comercial,3840.0,5.42,2024,O=C(NNC(=S)Nc1ccc(C(F)(F)F)cc1)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Media
CHEMBL5595481,Sin nombre comercial,10990.0,4.96,2024,O=C(NNC(=S)Nc1ccccc1OC(F)(F)F)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Baja
CHEMBL5592136,Sin nombre comercial,3860.0,5.41,2024,O=C(NNC(=S)Nc1ccc(OC(F)(F)F)cc1)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Media
CHEMBL5593118,Sin nombre comercial,11980.0,4.92,2024,COc1ccccc1NC(=S)NNC(=O)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Baja
CHEMBL5589774,Sin nombre comercial,8980.0,5.05,2024,COc1cccc(NC(=S)NNC(=O)c2cc3c([nH]c4ccccc43)c(-c3ccccc3)n2)c1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Media
CHEMBL5589860,Sin nombre comercial,11230.0,4.95,2024,COc1ccc(NC(=S)NNC(=O)c2cc3c([nH]c4ccccc43)c(-c3ccccc3)n2)cc1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Baja
CHEMBL5593720,Sin nombre comercial,4620.0,5.33,2024,CCOc1ccccc1NC(=S)NNC(=O)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Media
CHEMBL5594123,Sin nombre comercial,4440.0,5.35,2024,CCOc1ccc(NC(=S)NNC(=O)c2cc3c([nH]c4ccccc43)c(-c3ccccc3)n2)cc1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Media
CHEMBL5591395,Sin nombre comercial,3090.0,5.51,2024,O=C(NNC(=S)Nc1ccc(Oc2ccccc2)cc1)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Media
CHEMBL5594964,Sin nombre comercial,2950.0,5.53,2024,O=C(NNC(=S)Nc1cccc(OCc2ccccc2)c1)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Media
CHEMBL5589972,Sin nombre comercial,2810.0,5.55,2024,O=C(NNC(=S)Nc1cccc([N+](=O)[O-])c1)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Media
CHEMBL5595235,Sin nombre comercial,10990.0,4.96,2024,O=C(NNC(=S)Nc1ccc([N+](=O)[O-])cc1)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Baja
CHEMBL5590835,Sin nombre comercial,3660.0,5.44,2024,O=C(NNC(=S)Nc1ccc(F)c(F)c1)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Media
CHEMBL5583905,Sin nombre comercial,8510.0,5.07,2024,Cc1ccc(NC(=S)NNC(=O)c2cc3c([nH]c4ccccc43)c(-c3ccccc3)n2)c(C)c1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Media
CHEMBL5595072,Sin nombre comercial,4590.0,5.34,2024,Cc1ccc(C)c(NC(=S)NNC(=O)c2cc3c([nH]c4ccccc43)c(-c3ccccc3)n2)c1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Media
CHEMBL5595016,Sin nombre comercial,10460.0,4.98,2024,Cc1cccc(C)c1NC(=S)NNC(=O)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Baja
CHEMBL5589699,Sin nombre comercial,6880.0,5.16,2024,COc1ccc(NC(=S)NNC(=O)c2cc3c([nH]c4ccccc43)c(-c3ccccc3)n2)c(OC)c1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Media
CHEMBL5590184,Sin nombre comercial,5170.0,5.29,2024,COc1ccc(OC)c(NC(=S)NNC(=O)c2cc3c([nH]c4ccccc43)c(-c3ccccc3)n2)c1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Media
CHEMBL5592227,Sin nombre comercial,8300.0,5.08,2024,COc1ccc(NC(=S)NNC(=O)c2cc3c([nH]c4ccccc43)c(-c3ccccc3)n2)cc1OC,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Media
CHEMBL5592116,Sin nombre comercial,5900.0,5.23,2024,COc1cc(NC(=S)NNC(=O)c2cc3c([nH]c4ccccc43)c(-c3ccccc3)n2)cc(OC)c1,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Media
CHEMBL5592418,Sin nombre comercial,12250.0,4.91,2024,COc1cc(NC(=S)NNC(=O)c2cc3c([nH]c4ccccc43)c(-c3ccccc3)n2)cc(OC)c1OC,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Baja
CHEMBL404271,ACARBOSE,564280.0,,2024,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,Inhibition of alpha-glucosidase (unknown origin) using pNPG as substrate incubated for 10 mins by absorbance based assay,Baja
CHEMBL404271,ACARBOSE,42450.0,4.37,2024,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,Inhibition of intestinal alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-D-glucopyranoside as substrate preincubated for 5 mins followed by substrate addition and measured after 5 mins by spectrophotometric analysis,Baja
CHEMBL5420199,Sin nombre comercial,1600.0,5.8,2024,O=S(=O)(NCCc1c[nH]c2ccccc12)c1cc(F)ccc1Cl,Inhibition of intestinal alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-D-glucopyranoside as substrate preincubated for 5 mins followed by substrate addition and measured after 5 mins by spectrophotometric analysis,Media
